"protein_A","protein_B"
"Acadl","Osgep"
"Acadl","Padi2"
"Acadl","Pafah1b1"
"Acadl","Pafah1b2"
"Acadl","Pdcd6ip"
"Acadl","Pdha1"
"Acadl","Pdhb"
"Acadl","Pdia6"
"Acadl","Pdlim1"
"Acadl","Pdlim5"
"Acadl","Pepd"
"Acadl","Pfas"
"Acadl","Phgdh"
"Acadl","Ppp1cc"
"Acadl","Ptma"
"Acadl","Pts"
"Acadl","Pygl"
"Acadl","Rap1gds1"
"Acadl","Rdx"
"Acadl","Rprd1b"
"Acadl","Rps7"
"Acadl","Serpinf2"
"Acadl","Sfn"
"Acadl","Tbcb"
"Acadl","Tgm2"
"Acadl","Timm13"
"Acadl","Trnt1"
"Acadl","Txn"
"Acadl","Uba3"
"Acadl","Ubxn1"
"Acadl","Umps"
"Acadl","Vcl"
"Acadl","Ywhab"
"Acadl","Ywhae"
"Acadl","Ywhag"
"Acadl","Ywhah"
"Acadl","Ywhaq"
"Acadl","Ywhaz"
"Acadm","Acy1"
"Acadm","Aldh1a1"
"Acadm","Aldoa"
"Acadm","Atic"
"Acadm","Auh"
"Acadm","C4b"
"Acadm","Capn2"
"Acadm","Capns1"
"Acadm","Cat"
"Acadm","Cbx3"
"Acadm","Celf2"
"Acadm","Ces1c"
"Acadm","Ckb"
"Acadm","Cp"
"Acadm","Cse1l"
"Acadm","Ctsa"
"Acadm","Dek"
"Acadm","Dnajc7"
"Acadm","Dtd1"
"Acadm","Ech1"
"Acadm","Echdc3"
"Acadm","Echs1"
"Acadm","Eif5"
"Acadm","Erap1"
"Acadm","Fh"
"Acadm","Fkbp4"
"Acadm","G6pdx"
"Acadm","Gc"
"Acadm","Gclc"
"Acadm","Gclm"
"Acadm","Gda"
"Acadm","Gpx3"
"Acadm","Gsn"
"Acadm","Gss"
"Acadm","Hibadh"
"Acadm","Hk1"
"Acadm","Hrg"
"Acadm","Ifit3"
"Acadm","Igbp1"
"Acadm","Ivd"
"Acadm","Kynu"
"Acadm","Ldha"
"Acadm","Ldhb"
"Acadm","Lsm2"
"Acadm","Lsm4"
"Acadm","Luc7l2"
"Acadm","Mapre2"
"Acadm","Mbnl1"
"Acadm","Mvd"
"Acadm","Nae1"
"Acadm","Nagk"
"Acadm","Npepps"
"Acadm","Nsfl1c"
"Acadm","Numb"
"Acadm","Padi2"
"Acadm","Pafah1b1"
"Acadm","Pafah1b2"
"Acadm","Pak2"
"Acadm","Pdcd6ip"
"Acadm","Pdha1"
"Acadm","Pdhb"
"Acadm","Pdia4"
"Acadm","Pdia6"
"Acadm","Pdlim1"
"Acadm","Pepd"
"Acadm","Pfas"
"Acadm","Pnp"
"Acadm","Ppp1cc"
"Acadm","Ppp1r2"
"Acadm","Ptbp1"
"Acadm","Pts"
"Acadm","Pygl"
"Acadm","Rap1gds1"
"Acadm","Rdx"
"Acadm","Rprd1b"
"Acadm","Rps7"
"Acadm","Serpina6"
"Acadm","Serpinb1a"
"Acadm","Serpinf2"
"Acadm","Sfn"
"Acadm","St13"
"Acadm","Stat3"
"Acadm","Tardbp"
"Acadm","Tbcb"
"Acadm","Tgm2"
"Acadm","Timm13"
"Acadm","Trap1"
"Acadm","Tubb2a"
"Acadm","Txnrd1"
"Acadm","Tyw5"
"Acadm","Uba3"
"Acadm","Ubr7"
"Acadm","Ubxn1"
"Acadm","Umps"
"Acadm","Vcl"
"Acadm","Ywhab"
"Acadm","Ywhae"
"Acadm","Ywhag"
"Acadm","Ywhah"
"Acadm","Ywhaq"
"Acadm","Ywhaz"
"Acads","Agfg1"
"Acads","Aldh1a2"
"Acads","Anp32a"
"Acads","Arih1"
"Acads","Arpc5l"
"Acads","Bag1"
"Acads","Cfdp1"
"Acads","Coro1a"
"Acads","Coro7"
"Acads","Creld2"
"Acads","Dlgap4"
"Acads","Dpysl2"
"Acads","Dpysl4"
"Acads","Drg2"
"Acads","Ero1a"
"Acads","Fubp1"
"Acads","Gmpr"
"Acads","Gmpr2"
"Acads","Gspt1"
"Acads","H6pd"
"Acads","Herc4"
"Acads","Iars2"
"Acads","Igh-3"
"Acads","Ipo5"
"Acads","Ipo9"
"Acads","Lpp"
"Acads","Mut"
"Acads","Naa10"
"Acads","Naa15"
"Acads","Nars"
"Acads","P4hb"
"Acads","Pkm"
"Acads","Ppp2r5d"
"Acads","Prkar1a"
"Acads","Pygb"
"Acads","Rabggta"
"Acads","Rad23a"
"Acads","Rcn1"
"Acads","Rsu1"
"Acads","Rwdd1"
"Acads","Scin"
"Acads","Suox"
"Acads","Zpr1"
"Acadvl","Atp2a2"
"Acadvl","Atp5a1"
"Acadvl","Atp5b"
"Acadvl","Atp5i"
"Acadvl","Atp5o"
"Acadvl","B2m"
"Acadvl","Bcap31"
"Acadvl","Canx"
"Acadvl","Cnp"
"Acadvl","Cyb5r3"
"Acadvl","Gnai2"
"Acadvl","Mpp1"
"Acadvl","Plin1"
"Acadvl","Rab10"
"Acadvl","Rab11b"
"Acadvl","Rab14"
"Acadvl","Rab21"
"Acadvl","Rab7a"
"Acadvl","Rps18"
"Acadvl","Slc25a4"
"Acadvl","Vat1"
"Acadvl","Vdac1"
"Acat1","Alad"
"Acat1","Anp32b"
"Acat1","Aox1"
"Acat1","Atrx"
"Acat1","Blmh"
"Acat1","Cars"
"Acat1","Chmp5"
"Acat1","Cttn"
"Acat1","Cul5"
"Acat1","Dnm1l"
"Acat1","Eif4g2"
"Acat1","Glul"
"Acat1","Nap1l1"
"Acat1","Nasp"
"Acat1","Npepl1"
"Acat1","Parn"
"Acat1","Prkacb"
"Acat1","Shmt2"
"Acat1","Stat1"
"Acat1","Tbcd"
"Acat1","Usp15"
"Acat1","Vps26a"
"Acat1","Vps29"
"Acat1","Vps35"
"Acat1","Vta1"
"Acat2","Acot9"
"Acat2","Actr2"
"Acat2","Actr3"
"Acat2","Afm"
"Acat2","Ahcy"
"Acat2","Arpc1b"
"Acat2","Arpc2"
"Acat2","Arpc4"
"Acat2","Arpc5"
"Acat2","Asns"
"Acat2","C3"
"Acat2","Cacybp"
"Acat2","Capn2"
"Acat2","Ces1d"
"Acat2","Cul1"
"Acat2","Dcps"
"Acat2","Dek"
"Acat2","Dis3l2"
"Acat2","Gga1"
"Acat2","Gmds"
"Acat2","Gmpr2"
"Acat2","Gucy1a3"
"Acat2","Hars"
"Acat2","Hnrnpll"
"Acat2","Ipo5"
"Acat2","Itih4"
"Acat2","Ivd"
"Acat2","Lars"
"Acat2","Lsm4"
"Acat2","Naca"
"Acat2","Pcna"
"Acat2","Pdcd4"
"Acat2","Pdcd6ip"
"Acat2","Pdlim5"
"Acat2","Plaa"
"Acat2","Plcg1"
"Acat2","Rprd1b"
"Acat2","Shpk"
"Acat2","Trmt5"
"Acat2","Trnt1"
"Acat2","Uba1"
"Acat2","Uba7"
"Acat2","Ubxn1"
"Acat2","Ywhae"
"Acat3","Actr2"
"Acat3","Actr3"
"Acat3","Afm"
"Acat3","Agl"
"Acat3","Ahcy"
"Acat3","Aldh1b1"
"Acat3","Aldh2"
"Acat3","Aldh7a1"
"Acat3","Arfgap2"
"Acat3","Arpc1b"
"Acat3","Arpc2"
"Acat3","Arpc3"
"Acat3","Arpc4"
"Acat3","Arpc5"
"Acat3","Atpaf2"
"Acat3","Btf3"
"Acat3","Btf3l4"
"Acat3","C3"
"Acat3","Cacybp"
"Acat3","Ces1d"
"Acat3","Dcps"
"Acat3","Dis3l2"
"Acat3","Drg1"
"Acat3","Fam192a"
"Acat3","Gk"
"Acat3","Gmds"
"Acat3","Hars"
"Acat3","Hk2"
"Acat3","Ipo9"
"Acat3","Itih4"
"Acat3","Lpp"
"Acat3","Naa10"
"Acat3","Naa15"
"Acat3","Naca"
"Acat3","Pcyt2"
"Acat3","Pde12"
"Acat3","Plaa"
"Acat3","Plcg1"
"Acat3","Ppil2"
"Acat3","Psmd9"
"Acat3","Srsf2"
"Acat3","Trnt1"
"Acat3","Uba1"
"Acat3","Uba6"
"Acat3","Uba7"
"Acat3","Ube2l3"
"Acat3","Ube2n"
"Acat3","Xpo1"
"Acat3","Znf207"
"Acat3","Znf330"
"Acly","Aldh1l1"
"Acly","Ap1b1"
"Acly","Cops2"
"Acly","Cops4"
"Acly","Cops5"
"Acly","Cops6"
"Acly","Cops7a"
"Acly","Cpsf6"
"Acly","Epb41l2"
"Acly","Fam129a"
"Acly","Fnbp1"
"Acly","Gps1"
"Acly","Mier1"
"Acly","Ogfr"
"Acly","Paics"
"Acly","Prmt1"
"Acly","Ric8a"
"Acly","Supt6h"
"Acly","Tpm1"
"Acly","Tpm3"
"Acly","Tpm4"
"Acly","Trip10"
"Acly","Usp47"
"Acly","Wasf2"
"Aco1","Aco2"
"Aco1","Acot7"
"Aco1","Acss2"
"Aco1","Ahsa1"
"Aco1","Aldh6a1"
"Aco1","Aldh9a1"
"Aco1","Anxa6"
"Aco1","Apip"
"Aco1","Apoa4"
"Aco1","Atg3"
"Aco1","Calm1"
"Aco1","Capn1"
"Aco1","Capza1"
"Aco1","Casp8"
"Aco1","Ciapin1"
"Aco1","Cs"
"Aco1","Ddx58"
"Aco1","Dld"
"Aco1","Dpp3"
"Aco1","Ech1"
"Aco1","Echs1"
"Aco1","Eef2"
"Aco1","Eif5"
"Aco1","Etfa"
"Aco1","Etfb"
"Aco1","Ezr"
"Aco1","Fkbp4"
"Aco1","Gars"
"Aco1","Gbp2"
"Aco1","Gclc"
"Aco1","Glrx3"
"Aco1","Glud1"
"Aco1","Gm20390"
"Aco1","Gm9493"
"Aco1","Got1"
"Aco1","Gpi"
"Aco1","Gsr"
"Aco1","Hdgf"
"Aco1","Hnrnpf"
"Aco1","Hpx"
"Aco1","Hspa1a"
"Aco1","Hspb1"
"Aco1","Hspe1"
"Aco1","Idh1"
"Aco1","Impa1"
"Aco1","Kyat1"
"Aco1","Mapre1"
"Aco1","Mdh1"
"Aco1","Msn"
"Aco1","Mtap"
"Aco1","Mthfd1"
"Aco1","Mtpn"
"Aco1","Nampt"
"Aco1","Ndrg1"
"Aco1","Ndrg2"
"Aco1","Ndufab1"
"Aco1","Nhlrc2"
"Aco1","Nisch"
"Aco1","Oat"
"Aco1","Oxsr1"
"Aco1","Pak2"
"Aco1","Papss2"
"Aco1","Pdia3"
"Aco1","Pdxk"
"Aco1","Pgp"
"Aco1","Plpbp"
"Aco1","Pls3"
"Aco1","Prep"
"Aco1","Prps1l1"
"Aco1","Prps1l3"
"Aco1","Prpsap2"
"Aco1","Psap"
"Aco1","Ptges3"
"Aco1","Ptms"
"Aco1","Ranbp1"
"Aco1","Rpl22"
"Aco1","Rps21"
"Aco1","Rpsa"
"Aco1","Sephs2"
"Aco1","Serpina1a"
"Aco1","Serpina1b"
"Aco1","Serpinc1"
"Aco1","Slc9a3r1"
"Aco1","Sord"
"Aco1","Sub1"
"Aco1","Sugt1"
"Aco1","Swap70"
"Aco1","Thop1"
"Aco1","Tnni2"
"Aco1","Ttr"
"Aco1","Tuba1a"
"Aco1","Tuba4a"
"Aco1","Tubb4b"
"Aco1","Txn"
"Aco1","Umps"
"Aco2","Acot7"
"Aco2","Actb"
"Aco2","Aldh1a1"
"Aco2","Aldh5a1"
"Aco2","Aldh6a1"
"Aco2","Aldh7a1"
"Aco2","Atg3"
"Aco2","Auh"
"Aco2","C4b"
"Aco2","Calm1"
"Aco2","Capza2"
"Aco2","Capzb"
"Aco2","Cbx3"
"Aco2","Cfl1"
"Aco2","Ciapin1"
"Aco2","Cndp2"
"Aco2","Cstb"
"Aco2","Ctsa"
"Aco2","Dazap1"
"Aco2","Dcn"
"Aco2","Dhrs11"
"Aco2","Dld"
"Aco2","Dnajc7"
"Aco2","Dstn"
"Aco2","Ech1"
"Aco2","Echdc3"
"Aco2","Echs1"
"Aco2","Eef1a1"
"Aco2","Eef2"
"Aco2","Eif5"
"Aco2","F2"
"Aco2","Fkbp4"
"Aco2","G6pdx"
"Aco2","Gapdh"
"Aco2","Gda"
"Aco2","Glrx3"
"Aco2","Gm9755"
"Aco2","Gmps"
"Aco2","Gpd1"
"Aco2","Gpx3"
"Aco2","Grn"
"Aco2","Gsn"
"Aco2","Hmgb1"
"Aco2","Hnrnpf"
"Aco2","Hprt1"
"Aco2","Hrg"
"Aco2","Hspa1a"
"Aco2","Hspa5"
"Aco2","Hspa8"
"Aco2","Hspa9"
"Aco2","Hspd1"
"Aco2","Igbp1"
"Aco2","Irgq"
"Aco2","Lgals1"
"Aco2","Lsm2"
"Aco2","Lum"
"Aco2","Mapre2"
"Aco2","Nsfl1c"
"Aco2","Pa2g4"
"Aco2","Park7"
"Aco2","Pdha1"
"Aco2","Pdhb"
"Aco2","Pdia6"
"Aco2","Ppm1b"
"Aco2","Prdx1"
"Aco2","Prdx5"
"Aco2","Ptbp1"
"Aco2","Pygm"
"Aco2","Rap1gds1"
"Aco2","Rps21"
"Aco2","Serpinb1a"
"Aco2","Serpinb6a"
"Aco2","Skp1"
"Aco2","Slc25a5"
"Aco2","Smap"
"Aco2","Srsf1"
"Aco2","Ssb"
"Aco2","St13"
"Aco2","Sucla2"
"Aco2","Tardbp"
"Aco2","Tgm2"
"Aco2","Timm13"
"Aco2","Tpi1"
"Aco2","Trap1"
"Aco2","Tuba1a"
"Aco2","Tuba1b"
"Aco2","Tubb2a"
"Aco2","Tubb4b"
"Aco2","Tufm"
"Aco2","Txn"
"Aco2","Ube3a"
"Aco2","Ubr7"
"Aco2","Umps"
"Aco2","Ywhab"
"Aco2","Ywhag"
"Aco2","Ywhaq"
"Acot12","Gdi2"
"Acot12","Ppia"
"Acot7","Acss2"
"Acot7","Ahsa1"
"Acot7","Alb"
"Acot7","Aldh6a1"
"Acot7","Aldh7a1"
"Acot7","Aldh9a1"
"Acot7","Aldoa"
"Acot7","Anxa6"
"Acot7","Apip"
"Acot7","Apoa4"
"Acot7","Asl"
"Acot7","Atg3"
"Acot7","Atg7"
"Acot7","Capn1"
"Acot7","Capza1"
"Acot7","Capza2"
"Acot7","Capzb"
"Acot7","Carkd"
"Acot7","Casp8"
"Acot7","Cbx3"
"Acot7","Ces1c"
"Acot7","Ciapin1"
"Acot7","Cndp2"
"Acot7","Cp"
"Acot7","Csad"
"Acot7","Ctsa"
"Acot7","Cul3"
"Acot7","Ddx58"
"Acot7","Dld"
"Acot7","Dnajc7"
"Acot7","Dpp3"
"Acot7","Dstn"
"Acot7","Ech1"
"Acot7","Echs1"
"Acot7","Eef2"
"Acot7","Eif5"
"Acot7","Ephx2"
"Acot7","Erap1"
"Acot7","Etfa"
"Acot7","Etfb"
"Acot7","Ezr"
"Acot7","F2"
"Acot7","Fkbp4"
"Acot7","Gapdh"
"Acot7","Gars"
"Acot7","Gbp2"
"Acot7","Gbp9"
"Acot7","Gc"
"Acot7","Gclc"
"Acot7","Gda"
"Acot7","Glrx3"
"Acot7","Glud1"
"Acot7","Gm20390"
"Acot7","Gm9493"
"Acot7","Gmps"
"Acot7","Gpx1"
"Acot7","Gsn"
"Acot7","Gsr"
"Acot7","Gyg"
"Acot7","Hdgf"
"Acot7","Hk1"
"Acot7","Hnrnpf"
"Acot7","Hprt1"
"Acot7","Hpx"
"Acot7","Hspa1a"
"Acot7","Hspa5"
"Acot7","Hspa8"
"Acot7","Hspa9"
"Acot7","Hspb1"
"Acot7","Idh1"
"Acot7","Igbp1"
"Acot7","Isoc1"
"Acot7","Kng1"
"Acot7","Kyat1"
"Acot7","Lamp2"
"Acot7","Ldha"
"Acot7","Mapre2"
"Acot7","Mdh1"
"Acot7","Msn"
"Acot7","Mtap"
"Acot7","Mthfd1"
"Acot7","Mtpn"
"Acot7","Nampt"
"Acot7","Naxd"
"Acot7","Ndrg1"
"Acot7","Ndrg2"
"Acot7","Ndufab1"
"Acot7","Nhlrc2"
"Acot7","Nisch"
"Acot7","Nit1"
"Acot7","Npepps"
"Acot7","Nsfl1c"
"Acot7","Oat"
"Acot7","Oxsr1"
"Acot7","Pak2"
"Acot7","Papss2"
"Acot7","Pdia4"
"Acot7","Pgp"
"Acot7","Plpbp"
"Acot7","Pls3"
"Acot7","Pnp"
"Acot7","Ppm1b"
"Acot7","Prep"
"Acot7","Prps1l1"
"Acot7","Prps1l3"
"Acot7","Prpsap2"
"Acot7","Psap"
"Acot7","Ptges3"
"Acot7","Ptms"
"Acot7","Ranbp1"
"Acot7","Rap1gds1"
"Acot7","Rpl22"
"Acot7","Rps21"
"Acot7","Rps7"
"Acot7","Rpsa"
"Acot7","Scly"
"Acot7","Selenbp1"
"Acot7","Sephs2"
"Acot7","Serpina1a"
"Acot7","Serpina1b"
"Acot7","Serpina3k"
"Acot7","Serpinb1a"
"Acot7","Serpinc1"
"Acot7","Slc9a3r1"
"Acot7","Smap"
"Acot7","Sord"
"Acot7","Srsf1"
"Acot7","Sub1"
"Acot7","Sugt1"
"Acot7","Swap70"
"Acot7","Tardbp"
"Acot7","Thop1"
"Acot7","Tnni2"
"Acot7","Trap1"
"Acot7","Tsta3"
"Acot7","Tuba1a"
"Acot7","Tuba1c"
"Acot7","Tuba4a"
"Acot7","Tubb4b"
"Acot7","Txn"
"Acot7","Txnrd1"
"Acot7","Umps"
"Acot7","Usp14"
"Acot7","Vwa5a"
"Acot7","Ywhab"
"Acot7","Ywhaq"
"Acot7","Ywhaz"
"Acot9","Actr2"
"Acot9","Actr3"
"Acot9","Ahcy"
"Acot9","Aldh1b1"
"Acot9","Aldh2"
"Acot9","Arpc1b"
"Acot9","Arpc2"
"Acot9","Arpc3"
"Acot9","Arpc4"
"Acot9","Arpc5"
"Acot9","Asns"
"Acot9","Atic"
"Acot9","Atpaf2"
"Acot9","C3"
"Acot9","Cacybp"
"Acot9","Capn2"
"Acot9","Capns1"
"Acot9","Cat"
"Acot9","Ces1d"
"Acot9","Cse1l"
"Acot9","Cul1"
"Acot9","Dcps"
"Acot9","Dek"
"Acot9","Dis3l2"
"Acot9","Dtd1"
"Acot9","Echs1"
"Acot9","Eci1"
"Acot9","Fh"
"Acot9","G6pdx"
"Acot9","Gga1"
"Acot9","Gmds"
"Acot9","Gsn"
"Acot9","Gss"
"Acot9","Hars"
"Acot9","Hnrnpll"
"Acot9","Itih4"
"Acot9","Ivd"
"Acot9","Ldhb"
"Acot9","Lsm2"
"Acot9","Lsm4"
"Acot9","Mvd"
"Acot9","Naca"
"Acot9","Nae1"
"Acot9","Osgep"
"Acot9","Pdcd4"
"Acot9","Pdcd6ip"
"Acot9","Pdha1"
"Acot9","Pdhb"
"Acot9","Pdia6"
"Acot9","Pdlim1"
"Acot9","Pdlim5"
"Acot9","Pfas"
"Acot9","Plaa"
"Acot9","Plcg1"
"Acot9","Psmd9"
"Acot9","Ptma"
"Acot9","Pygl"
"Acot9","Rprd1b"
"Acot9","Serpinf2"
"Acot9","Shpk"
"Acot9","Tbcb"
"Acot9","Trnt1"
"Acot9","Uba1"
"Acot9","Uba3"
"Acot9","Uba6"
"Acot9","Uba7"
"Acot9","Ube2l3"
"Acot9","Ubxn1"
"Acot9","Vcl"
"Acot9","Ywhae"
"Acot9","Ywhag"
"Acot9","Ywhah"
