"protein_A","protein_B"
"acrD","alaS"
"acrD","gyrA"
"acrR","glpD"
"acrR","yggU"
"acs","artM"
"acs","deoC"
"acs","hemX"
"acs","nadE"
"acs","rho"
"acs","rnb"
"acs","ybiI"
"ada","fur"
"ada","hscC"
"ada","moeB"
"ada","rplB"
"ada","rpsC"
"ada","rpsG"
"ada","treA"
"ada","ybiA"
"ada","yeaZ"
"add","arpA"
"add","gcd"
"add","ligA"
"add","rplT"
"add","rpsM"
"add","yi21_1"
"ade","dgoD"
"ade","ffh"
"ade","frlB"
"ade","hycE"
"ade","mhpD"
"ade","nadE"
"ade","nagC"
"ade","rimJ"
"ade","rplB"
"ade","rpoB"
"ade","ybhF"
"ade","ydhB"
"ade","yhdJ"
"ade","ymfD"
"ade","yphC"
"adhC","glpD"
"adhC","rhlE"
"adhC","yjiR"
"adhE","intR"
"adhE","lacZ"
"adhE","marR"
"adhE","nadE"
"adhE","nudD"
"adhE","relA"
"adhE","ribF"
"adhE","rplB"
"adhE","rpmB"
"adhE","rsuA"
"adhE","ruvB"
"adhE","ybhF"
"adhE","ycgV"
"adhE","yihX"
"adhP","dinD"
"adhP","dnaK"
"adhP","fusA"
"adhP","infB"
"adiA","groL"
"adiA","hisA"
"adiA","lon"
"adiA","ompL"
"adiA","rplB"
"adiA","yiaF"
"adiA","yjdA"
"adiA","yjeP"
"adiY","dsbG"
"adiY","groL"
"adk","cheW"
"adk","clpP"
"adk","entB"
"adk","galS"
"adk","glnB"
"adk","hslO"
"adk","htpG"
"adk","kdpB"
"adk","sfmC"
"adk","tig"
"adk","yaiN"
"adk","yhjK"
"adk","yihI"
"adk","yjgK"
"adk","ypdH"
"aegA","asmA"
"aegA","dgoD"
"aegA","kbaZ"
"aegA","recO"
"aegA","ubiB"
"aer","dnaG"
"aer","groL"
"aer","yggD"
"aer","yrdC"
"aes","cmk"
"aes","dnaK"
"aes","groL"
"aes","gspD"
"aes","nadE"
"aes","rseA"
"aes","ydeW"
"aes","yncE"
"aes","yphF"
"afuC","groL"
"afuC","modB"
"afuC","ybcC"
"agaA","metE"
"agaB","atpD"
"agaB","hyfI"
"agaB","purC"
"agaB","rfaH"
"agaB","sucB"
"agaB","umuC"
"agaB","ydfO"
"agaD","rpe"
"agaD","ybgJ"
"agaD","yeeY"
"agaI","groL"
"agaI","paaC"
"agaI","ydhX"
"agaI","yehC"
"agaR","garL"
"agaR","garR"
"agaR","qseB"
"agaS","cyaA"
"agaS","htpG"
"agaS","nadE"
"agaS","yagY"
"agaS","yjhG"
"agaV","sucB"
"agaV","umuC"
"agaV","yhbC"
"agp","hfq"
"agp","mutT"
"agp","yghW"
"ahpC","entD"
"ahpC","fdhD"
"ahpC","fre"
"ahpC","gpsA"
"ahpC","hisD"
"ahpC","hofQ"
"ahpC","hscA"
"ahpC","hyi"
"ahpC","lacZ"
"ahpC","leuB"
"ahpC","lyxK"
"ahpC","nadD"
"ahpC","nudG"
"ahpC","pdxB"
"ahpC","recB"
"ahpC","RhsC"
"ahpC","RhsE"
"ahpC","rtcB"
"ahpC","sthA"
"ahpC","yahI"
"ahpC","yaiB"
"ahpC","ybaA"
"ahpC","ybiH"
"ahpC","yeeI"
"ahpC","yffH"
"ahpC","ygaD"
"ahpC","ygfT"
"ahpC","yhbN"
"ahpC","yihI"
"ahpC","yihT"
"ahpC","yqcD"
"ahpF","alsE"
"ahpF","appY"
"ahpF","argF"
"ahpF","argI"
"ahpF","bolA"
"ahpF","carB"
"ahpF","envY"
"ahpF","lpxM"
"ahpF","ordL"
"ahpF","rraA"
"ahpF","thrA"
"ahpF","tyrR"
"ahpF","uspG"
"ahpF","uvrY"
"ahpF","yagJ"
"ahpF","yagK"
"ahpF","ybcC"
"ahpF","ydfG"
"ahpF","ydfT"
"ahpF","yedK"
"ahpF","yfeS"
"ahpF","ymdB"
"aidB","chbR"
"aidB","glgA"
"aidB","metH"
"aidB","yagI"
"ais","gcvT"
"ais","relA"
"alaS","bcsB"
"alaS","clpB"
"alaS","glnD"
"alaS","lpxM"
"alaS","mprA"
"alaS","mrcA"
"alaS","rspA"
"alaS","yfaA"
"alaS","yfaL"
"alaS","yfjK"
"aldA","rhsA"
"aldA","RhsC"
"aldB","dnaK"
"aldB","nanE"
"alkA","betI"
"alkA","nadE"
"alkA","phnN"
"alkA","rplA"
"alkA","rplD"
"alkA","rplE"
"alkA","rplF"
"alkA","rplQ"
"alkA","rpsC"
"alkA","rpsD"
"alkA","rpsI"
"alkA","slyD"
"alkA","soxR"
"alkA","udk"
"alkA","xthA"
"alkA","yagY"
"alkA","yhaJ"
"alkA","yneG"
"alkB","dusB"
"alkB","groL"
"alkB","rplB"
"alkB","rplQ"
"alkB","rpsI"
"alkB","sufC"
"alkB","ybcV"
"alkB","ycgE"
"alkB","ydfK"
"alkB","yiaF"
"alkB","ynaE"
"alkB","yqiH"
"allA","clpB"
"allA","lacZ"
"allA","rimJ"
"allA","sdhA"
"allB","glxK"
"allB","glxR"
"allB","metE"
"allB","nadE"
"allB","purR"
"allB","serC"
"allB","ybbO"
"allC","cheA"
"allC","envY"
"allC","fdrA"
"allC","kbaZ"
"allC","nadE"
"allC","rpsT"
"allC","talB"
"allC","uvrY"
"allD","groL"
"allD","hrpA"
"allD","lacZ"
"allD","nadE"
"allD","pcnB"
"allD","uvrA"
"allD","ybcC"
"allR","glpK"
"allR","moaE"
"allR","rmuC"
"allR","sdhA"
"allR","tatE"
"allS","groL"
"allS","prsA"
"allS","sdhA"
"alpA","ihfA"
"alpA","ypfE"
"alr","coaD"
"alr","ndh"
"alr","sodA"
"alr","speB"
"alr","ycjF"
"alr","ydcW"
"alsA","entC"
"alsA","groL"
"alsA","purH"
"alsA","ycgG"
"alsA","yfjL"
"alsA","yghJ"
"alsB","dnaK"
"alsB","rfaY"
"alsB","slyD"
"alsE","cysM"
"alsK","slyD"
"alsK","yidZ"
"amiA","mntR"
"amiA","nadE"
"amiA","narY"
"amiA","pdxJ"
"amiA","rhaS"
"amiA","rplD"
"amiA","rpsA"
"amiA","rpsO"
"amiA","ydcS"
"amiC","hcr"
"amiC","mrcA"
"amiC","rho"
"amiC","rpsF"
"amiC","sdaB"
"amiC","truD"
"amiC","yagP"
"amiC","ymfM"
"amn","cobT"
"amn","dcm"
"amn","ego"
"amn","groL"
"amn","hrpB"
"amn","livJ"
"amn","priA"
"amn","secA"
"ampC","dnaK"
"ampH","csgC"
"ampH","groL"
"ampH","racC"
"ampH","rplA"
"ampH","rplB"
"ampH","rplC"
"ampH","rplD"
"ampH","rplV"
"ampH","rplW"
"ampH","rpsD"
"ampH","rpsI"
"ampH","tatE"
"ampH","yciH"
"ampH","yfiF"
"amyA","guaA"
"amyA","pflA"
"amyA","phoB"
"ansA","edd"
"ansA","imp"
"ansA","secA"
"ansA","ydcS"
"ansA","ydjG"
"ansA","ydjJ"
"ansB","hemC"
"ansB","lolB"
"ansB","tra8_2"
"ansB","visC"
"ansB","yjbN"
"ansP","hemN"
"apaG","yjiP"
"apaH","htpG"
"apaH","intD"
"appA","eaeH"
"appA","rplB"
"appA","tmk"
"appY","caiB"
"appY","cheA"
"appY","ddpC"
"appY","dxs"
"appY","fdhE"
"appY","glnD"
"appY","glpC"
"appY","hyaB"
"appY","iscS"
"appY","nadE"
"appY","relE"
"appY","rhaA"
"appY","rhtB"
"appY","rplB"
"appY","rplD"
"appY","rpsI"
"appY","rtcB"
"appY","rumB"
"appY","thiL"
"appY","ybaE"
"appY","ybaP"
"appY","ybaW"
"appY","ybjX"
"appY","ycbY"
"appY","yciH"
"appY","ydjH"
"appY","yidL"
"apt","dxr"
"apt","gatZ"
"apt","motB"
"apt","ycjY"
"apt","yoaB"
"araA","napC"
"araA","tbpA"
"araA","yeiR"
"araB","nadE"
"araC","gabT"
"araC","groL"
"araD","parE"
"araD","RhsE"
"araD","yfeW"
"araD","yjgL"
"araD","yjiR"
"araF","caiC"
"araF","dnaK"
"araF","nadE"
"araF","rpmB"
"araF","yfdE"
"araG","serB"
"araG","yafC"
"arcA","prsA"
"arcA","ybgI"
"arcA","ydhZ"
"arcA","yidB"
"arcB","fecA"
"arcB","mrcA"
"arcB","yfeA"
"arcB","ymcA"
"argA","bglA"
"argA","citF"
"argA","groL"
"argA","yneI"
"argB","betA"
"argB","citF"
"argD","dnaE"
"argD","yegE"
"argD","yehI"
"argF","dhaL"
"argF","marR"
"argF","pmbA"
"argF","purR"
"argF","rplQ"
"argF","ydgJ"
"argF","yegQ"
"argF","yfcU"
"argF","ygfI"
"argG","cusS"
"argG","dacB"
"argG","hemG"
"argG","kefA"
"argG","moeA"
"argG","nusA"
"argG","pfkA"
"argG","pta"
"argG","tpiA"
"argG","uvrA"
"argG","yagY"
"argG","ybiH"
"argG","yjjJ"
"argG","ymfB"
"argI","nadE"
"argI","pepA"
"argI","pmbA"
"argI","tyrR"
"argI","ugpC"
"argI","yfbU"
"argK","groL"
"argK","melR"
"argK","rplB"
"argK","serA"
"argK","yphE"
"argP","glgB"
"argP","nanR"
"argP","rpiA"
"argP","rpsI"
"argP","ygfA"
"argP","ygfB"
"argR","aspC"
"argR","cysP"
"argR","dnaJ"
"argR","leuB"
"argR","ribD"
"argR","ydcD"
"argS","gyrA"
"argS","nuoG"
"argS","pheT"
"argS","sdhA"
"argS","speE"
"argS","yagT"
"argS","ydeP"
"aroA","edd"
"aroA","hisP"
"aroA","nadE"
"aroB","cynR"
"aroB","fdnH"
"aroB","groL"
"aroB","yjhR"
"aroC","cobS"
"aroC","dnaC"
"aroC","hrpA"
"aroC","mukB"
"aroC","rbsD"
"aroC","yaeF"
"aroC","yfhM"
"aroC","yghA"
"aroD","bcp"
"aroD","cusR"
"aroD","dppA"
"aroD","obgE"
"aroD","rfaP"
"aroD","ybaD"
"aroE","nadE"
"aroE","yaeF"
"aroE","yhfS"
"aroF","eno"
"aroF","mobB"
"aroG","dnaK"
"aroG","gpmA"
"aroG","nadE"
"aroH","groL"
"aroH","nadE"
"aroH","napC"
"aroH","yagY"
"aroH","yahI"
"aroK","frlR"
"aroK","glcD"
"aroK","ispG"
"aroK","livF"
"aroK","rffD"
"aroK","rsuA"
"aroK","selD"
"aroK","srmB"
"aroK","ydfG"
"aroK","yecF"
"aroK","yhbC"
"aroK","yicG"
"aroL","rplJ"
"aroL","rsuA"
"aroL","yrhB"
"aroM","mgsA"
"aroM","rplN"
"aroM","rpmB"
"aroM","yaiI"
"aroM","yhcN"
"arpA","bglX"
"arpA","groL"
"arpA","infB"
"arpA","purD"
"arpA","stfR"
"arpA","ydcP"
"arsB","fabB"
"arsC","nadE"
"arsC","pepD"
"arsR","nudB"
"arsR","yedJ"
"artI","pdhR"
"artI","uspG"
"artI","ydjA"
"artJ","uspG"
"artM","infB"
"artP","groL"
"artP","nadE"
"artP","ygfH"
"ascB","ascG"
"ascB","glgC"
"ascB","gltD"
"ascB","groL"
"ascB","hdfR"
"ascB","menF"
"ascB","ordL"
"ascF","basS"
"ascF","yqeB"
"ascG","gidA"
"ascG","nadE"
"ascG","napC"
"ascG","parE"
"ascG","prpR"
"ascG","yajR"
"ascG","yehT"
"ascG","ygiQ"
"ascG","yihS"
"asd","dnaK"
"aslA","gpmA"
"aslB","cysI"
"aslB","fixC"
"aslB","groL"
"aslB","hchA"
"aslB","intD"
"aslB","rplB"
"aslB","tgt"
"aslB","yjeS"
"aslB","yjhT"
"asmA","glgB"
"asmA","kil"
"asmA","nuoG"
"asmA","ppk"
"asmA","pyrG"
"asmA","speG"
"asmA","thrS"
"asmA","xdhA"
"asmA","yhgE"
"asnA","hemH"
"asnA","lolB"
"asnA","pcnB"
"asnA","serC"
"asnA","ychF"
"asnA","yjjN"
"asnB","dnaK"
"asnB","nadE"
"asnB","nagD"
"asnB","yagW"
"asnB","yjjI"
"asnC","gutQ"
"asnC","hchA"
"asnS","cynR"
"asnS","nadE"
"asnS","uxaC"
"aspA","carB"
"aspA","chbF"
"aspA","nadE"
"aspA","otsB"
"aspA","RhsD"
"aspA","yjbI"
"aspC","gyrA"
"aspC","nadE"
"aspC","prpE"
"aspS","corA"
"aspS","dgoK"
"aspS","dnaG"
"aspS","fliC"
"aspS","folC"
"aspS","fumC"
"aspS","moaC"
"aspS","nadE"
"aspS","napD"
"aspS","nohA"
"aspS","perR"
"aspS","pfkA"
"aspS","rplJ"
"aspS","rpoC"
"aspS","sgbE"
"aspS","slyD"
"aspS","yahG"
"aspS","ychP"
"aspS","ydjF"
"aspS","yihA"
"aspS","ytfI"
"asr","kptA"
"asr","lpxB"
"asr","purE"
"asr","yegU"
"asr","yfiA"
"astA","caiB"
"astA","dnaB"
"astA","groL"
"astA","nadE"
"astA","rplB"
"astA","yhiR"
"astB","groL"
"astC","astD"
"astC","groL"
"astD","citF"
"astD","groL"
"astD","nadE"
"astD","rhsA"
"astD","rpoC"
"astE","citF"
"astE","glpK"
"astE","gpp"
"astE","groL"
"astE","mviM"
"astE","yeiC"
"astE","ykgF"
"atoA","fdhD"
"atoA","sodA"
"atoA","yfiO"
"atoB","citB"
"atoB","ffh"
"atoB","glpA"
"atoC","infC"
"atoC","nadE"
"atoC","rplO"
"atoC","rplS"
"atoC","rpsI"
"atoC","rpsK"
"atoC","rpsL"
"atoC","sufI"
"atoC","ydbC"
"atoC","yqiC"
"atoD","groL"
"atoS","ynbC"
"atpA","atpD"
"atpA","atpH"
"atpA","cynR"
"atpA","glmU"
"atpA","nagD"
"atpA","pepB"
"atpA","rfbA"
"atpA","uspG"
"atpA","yaiA"
"atpA","ybcH"
"atpA","yhaM"
"atpC","rpmB"
"atpC","ybcN"
"atpC","yjhR"
"atpD","atpH"
"atpD","cheW"
"atpD","cheZ"
"atpD","fre"
"atpD","ftsZ"
"atpD","galF"
"atpD","glpD"
"atpD","gyrB"
"atpD","recA"
"atpD","rho"
"atpD","rplE"
"atpD","rplF"
"atpD","rpsB"
"atpD","ycgL"
"atpD","yeeN"
"atpD","yojI"
"atpE","yccK"
"atpF","yggF"
"atpG","dcp"
"atpG","hemG"
"atpG","hinT"
"atpG","metR"
"atpG","prmC"
"atpG","yjiA"
"atpH","dnaK"
"atpH","glpC"
"atpH","glpD"
"atpH","iscS"
"atpH","yjjK"
"baeR","frlR"
"baeR","gatD"
"baeR","iscS"
"baeR","nadE"
"baeR","rihA"
"baeR","rpsO"
"baeR","udk"
"baeR","yceP"
"baeS","hcr"
"baeS","mutS"
"baeS","rihA"
"baeS","yegD"
"barA","gatD"
"barA","ubiD"
"barA","yegQ"
"basR","clpP"
"basR","prsA"
"basR","rsuA"
"basR","srlR"
"basR","ydgH"
"basS","melA"
"basS","ygdH"
"bax","dinG"
"bax","prkB"
"bax","soxR"
"bax","ybiN"
"bax","ydaS"
"bax","yfgD"
"bcp","cysB"
"bcp","nadE"
"bcp","rsmC"
"bcp","ycbG"
"bcp","ydjY"
"bcp","yi81_1"
"bcp","yi81_2"
"bcp","yi81_3"
"bcsA","entE"
"bcsB","ydeV"
"bcsC","entD"
"bcsC","gidA"
"bcsC","hisD"
"bcsC","hisS"
"bcsC","intB"
"bcsC","lysU"
"bcsC","maeB"
"bcsC","mrcB"
"bcsC","nikA"
"bcsC","pdxB"
"bcsC","rpoD"
"bcsC","yegW"
"bcsC","yibD"
"bcsC","zntA"
"bcsE","bglX"
"bcsE","bipA"
"bcsE","ycaO"
"bcsE","yccS"
"bcsZ","dksA"
"bcsZ","prlC"
"bcsZ","ygiQ"
"bcsZ","yi22_1"
"bcsZ","yibK"
"betA","dnaK"
"betA","groL"
"betA","hemG"
"betA","phnN"
"betA","rimJ"
"betA","slyD"
"betA","surE"
"betB","betI"
"betB","hemG"
"betB","phnN"
"betB","recB"
"betB","rhsA"
"betB","rimJ"
"betB","rluB"
"betI","glpD"
"betI","hchA"
"betI","nadE"
"betI","orn"
"betI","prsA"
"betI","sapA"
"betI","yhhW"
"betI","zwf"
"bfd","cysC"
"bfr","dgsA"
"bfr","murB"
"bglA","dnaE"
"bglA","gcvT"
"bglA","nadE"
"bglA","yejO"
"bglB","groL"
"bglB","yagA"
"bglB","yjbN"
"bglG","dsbC"
"bglG","glpD"
"bglG","hofB"
"bglG","recT"
"bglJ","groL"
"bglJ","yfjF"
"bglX","cheW"
"bglX","clpS"
"bglX","ddlA"
"bglX","folC"
"bglX","metH"
"bglX","nrdA"
"bglX","rplB"
"bglX","rplF"
"bglX","tilS"
"bglX","ycgE"
"bglX","ycgY"
"bglX","ydfK"
"bglX","yejO"
"bglX","ynaE"
"bioA","dnaE"
"bioA","groL"
"bioA","nuoG"
"bioA","prsA"
"bioB","dnaK"
"bioB","nadE"
"bioC","cpsG"
"bioC","fliC"
"bioC","groL"
"bioC","iscS"
"bioC","manA"
"bioC","prsA"
"bioC","rsuA"
"bioC","selD"
"bioC","tyrS"
"bioC","ydhH"
"bioD","dld"
"bioD","groL"
"bioD","ygcI"
"bioD","yghT"
"bioF","groL"
"bioF","nadE"
"bioH","groL"
"bioH","prmA"
"bioH","sucB"
"bioH","zwf"
"bipA","clpS"
"bipA","cyoA"
"bipA","dedD"
"bipA","dppA"
"bipA","eutP"
"bipA","fkpB"
"bipA","flxA"
"bipA","glnK"
"bipA","hsdS"
"bipA","nth"
"bipA","rffM"
"bipA","rplE"
"bipA","rplF"
"bipA","rplS"
"bipA","rplY"
"bipA","ruvB"
"bipA","tfaS"
"bipA","thiS"
"bipA","trpE"
"bipA","uspF"
"bipA","ycdM"
"bipA","ycgL"
"bipA","ycgR"
"bipA","ycgY"
"bipA","yebA"
"bipA","yedY"
"bipA","yejF"
"bipA","yfjM"
"bipA","yibA"
"bipA","yieP"
"bipA","yihA"
"birA","ybiX"
"bisC","fhuA"
"bisC","gcvP"
"bisC","groL"
"bisC","phoB"
"bisC","rng"
"bisC","yihT"
"bisC","ykgC"
"blc","fpr"
"blc","gpt"
"blc","rpoD"
"blc","sdaB"
"blc","yedK"
"blc","yggW"
"bolA","hrpA"
"bolA","lacZ"
"bolA","miaB"
"bolA","moaC"
"bolA","nadE"
"bolA","prsA"
"bolA","stpA"
"bolA","yacH"
"bolA","yedJ"
"bolA","yjfJ"
"btuD","eda"
"btuD","ffh"
"btuD","groL"
"btuD","rihA"
"btuD","rpoE"
"btuD","rpsP"
"btuD","yagI"
"btuD","ycdR"
"btuD","yfjI"
"btuD","ykfJ"
"btuE","dinB"
"btuE","dnaJ"
"btuE","dnaT"
"btuE","ftsI"
"btuE","groL"
"btuE","lolE"
"btuE","nadE"
"btuE","obgE"
"btuE","orn"
"btuE","rnhB"
"btuE","rplB"
"btuE","rplE"
"btuE","rpsB"
"btuE","rpsC"
"btuE","rpsE"
"btuE","yciE"
"btuE","yddH"
"btuE","ygfH"
"btuE","ykgA"
"btuE","yobD"
"btuF","envY"
"btuF","fepB"
"btuF","rplO"
"btuF","rraA"
"btuR","cca"
"btuR","dicC"
"btuR","eaeH"
"btuR","fdhD"
"btuR","folB"
"btuR","ftsZ"
"btuR","idnO"
"btuR","ribD"
"btuR","rpsB"
"btuR","rpsE"
"btuR","yciV"
"btuR","yecS"
"btuR","yfgI"
"btuR","yhjB"
"cadA","clpA"
"cadA","gpmI"
"cadA","gpsA"
"cadA","groL"
"cadA","RhsD"
"cadA","rpoB"
"caiA","fdoI"
"caiA","fhuD"
"caiA","gyrB"
"caiA","hemA"
"caiA","sdhA"
"caiA","slyD"
"caiB","coaD"
"caiB","dld"
"caiB","fixC"
"caiB","iaaA"
"caiB","rhsA"
"caiB","RhsD"
"caiB","sdhA"
"caiB","sprT"
"caiB","ybiY"
"caiC","dnaK"
"caiC","guaB"
"caiC","uvrD"
"caiC","yqiK"
"caiD","dnaK"
"caiD","gph"
"caiD","groL"
"caiD","ribB"
"caiD","sdhA"
"caiD","truA"
"caiD","yfhR"
"caiD","zapA"
"caiE","caiF"
"caiE","deaD"
"caiE","exuR"
"caiE","groL"
"caiE","pta"
"caiE","rplJ"
"caiE","sdhA"
"caiE","uxuR"
"caiE","yfgB"
"caiE","yncD"
"caiF","frlB"
"caiF","ispF"
"caiF","rplC"
"caiF","sdhA"
"caiF","tatE"
"caiF","yihI"
"can","dsbC"
"can","fdhE"
"can","fur"
"can","glpD"
"can","groL"
"can","nadE"
"can","nrfG"
"can","rplJ"
"can","zwf"
"carA","codA"
"carA","entF"
"carA","panB"
"carA","prpB"
"carA","thiQ"
"carA","uspG"
"carA","yaeB"
"carA","yagW"
"carA","yagY"
"carA","ybaP"
"carA","yggM"
"carA","ykgM"
"carB","cpsB"
"carB","glpD"
"carB","groL"
"carB","panC"
"carB","pepP"
"carB","recB"
"carB","treC"
"carB","zwf"
"cbl","glpB"
"cbl","ompR"
"cbpA","dnaK"
"cbpA","ffh"
"cbpA","groL"
"cbpA","lon"
"cbpA","nadE"
"cbpA","rplB"
"cbpA","rplD"
"cbpA","yjeJ"
"cbrA","clpB"
"cbrA","ftsY"
"cbrA","groL"
"cbrA","htpG"
"cbrA","lpxA"
"cbrA","mcrB"
"cbrA","ninE"
"cbrA","yieL"
"cbrA","yqiG"
"cbrC","nadE"
"cbrC","rluB"
"cbrC","rplO"
"cbrC","rplQ"
"cbrC","rplS"
"cbrC","rplV"
"cbrC","rpsC"
"cbrC","rpsD"
"cbrC","rpsE"
"cbrC","rpsG"
"cbrC","rpsI"
"cbrC","rpsM"
"cbrC","yagY"
"cbrC","ybhA"
"cca","fabH"
"cca","htrE"
"cca","mukE"
"cca","nadE"
"cca","rplB"
"cca","rplQ"
"cca","rpsI"
"cca","ygjK"
"cchA","putA"
"cchA","yffB"
"ccmA","ftn"
"ccmA","hyfE"
"ccmA","rplB"
"ccmE","ompL"
"ccmE","rplB"
"ccmE","ycgE"
"ccmG","pbl"
"ccmG","yaeI"
"ccmH","ybfL"
"cdaR","csdA"
"cdaR","groL"
"cdaR","rpoN"
"cdaR","tiaE"
"cdaR","uxaC"
"cdaR","ygfT"
"cdh","fdhE"
"cdh","galF"
"cdh","ndh"
"cdh","yiiM"
"cedA","hscA"
"cedA","leuB"
"cedA","yafQ"
"cedA","ykfG"
"cfa","hrpB"
"chaB","chpR"
"chaB","ykfJ"
"chaC","cysC"
"chbA","crcB"
"chbA","flgN"
"chbA","hscA"
"chbA","infC"
"chbA","insB_2"
"chbA","insB_3"
"chbA","nfnB"
"chbA","rplE"
"chbA","rpsT"
"chbA","yafQ"
"chbA","ycgZ"
"chbA","yhdN"
"chbA","yi91a"
"chbA","yjgZ"
"chbA","yoaC"
"chbB","yfaO"
"chbF","fabG"
"chbF","moeB"
"chbF","yagK"
"chbF","yebU"
"chbG","groL"
"chbG","lacI"
"chbG","talA"
"chbG","yehX"
"chbG","yjhT"
"chbR","groL"
"chbR","ydhO"
"cheA","clpP"
"cheA","fkpB"
"cheA","fumB"
"cheA","hupA"
"cheA","moaA"
"cheA","moaD"
"cheA","nadE"
"cheA","nanE"
"cheA","rplV"
"cheA","rpmB"
"cheA","sspB"
"cheA","thiS"
"cheA","yadR"
"cheA","ybaQ"
"cheA","yejF"
"cheA","yfaQ"
"cheA","yhbJ"
"cheA","ykgK"
"cheA","yoaA"
"cheA","ytfH"
"cheB","dnaK"
"cheB","fumB"
"cheB","hrpA"
"cheB","lacZ"
"cheB","mngB"
"cheB","mutS"
"cheB","nadE"
"cheB","ptsI"
"cheB","uvrY"
"cheB","ygfK"
"cheR","dnaK"
"cheR","ftsZ"
"cheR","groL"
"cheR","paaH"
"cheR","rplD"
"cheR","yfcU"
"cheW","clpX"
"cheW","dacA"
"cheW","dadA"
"cheW","dnaJ"
"cheW","ftsZ"
"cheW","hflK"
"cheW","leuA"
"cheW","minD"
"cheW","mreB"
"cheW","nadE"
"cheW","prfC"
"cheW","recA"
"cheW","rplN"
"cheW","rpsB"
"cheW","tar"
"cheW","torA"
"cheW","tsr"
"cheW","ybjS"
"cheW","yciA"
"cheW","yfcF"
"cheW","yfjJ"
"cheW","yhcN"
"cheW","yhgF"
"cheW","yi21_1"
"cheW","yraO"
"cheY","clpA"
"cheY","nadE"
"cheY","rpsB"
"cheY","yecM"
"cheY","yqjK"
"cheZ","cutC"
"cheZ","dacA"
"cheZ","dadA"
"cheZ","dgoR"
"cheZ","ffh"
"cheZ","glpD"
"cheZ","hscA"
"cheZ","nagC"
"cheZ","ordL"
"cheZ","plsB"
"cheZ","psiF"
