"protein_A","protein_B"
"Acaa2","Lsm4"
"Acaa2","Lsm5"
"Acaa2","Luc7l2"
"Acaa2","Mapre2"
"Acaa2","Mvd"
"Acaa2","Nae1"
"Acaa2","Pafah1b1"
"Acaa2","Pafah1b2"
"Acaa2","Pdcd6ip"
"Acaa2","Pdcl3"
"Acaa2","Pdlim1"
"Acaa2","Pfas"
"Acaa2","Phgdh"
"Acaa2","Ptma"
"Acaa2","Pygl"
"Acaa2","Pygm"
"Acaa2","Rdx"
"Acaa2","Rprd1b"
"Acaa2","Rragc"
"Acaa2","Serpinf2"
"Acaa2","Sfn"
"Acaa2","Swap70"
"Acaa2","Tgm2"
"Acaa2","Uba3"
"Acaa2","Uba7"
"Acaa2","Ubxn1"
"Acaa2","Vcl"
"Acaa2","Ywhae"
"Acaa2","Ywhag"
"Acaa2","Ywhah"
"Acaca","Camk2d"
"Acaca","Cct3"
"Acaca","Cct4"
"Acaca","Cct6a"
"Acaca","Cct7"
"Acaca","Hip1r"
"Acaca","Kif5b"
"Acaca","Lmna"
"Acaca","Sec31a"
"Acaca","Sept11"
"Acaca","Sept4"
"Acaca","Sept7"
"Acaca","Sept8"
"Acaca","Vcp"
"Acacb","Hook3"
"Acacb","Klc1"
"Acacb","Klc4"
"Acacb","Lmnb1"
"Acad10","Ddx3x"
"Acad10","Gm16477"
"Acad10","Hnrnpm"
"Acad10","Map1b"
"Acad10","Rpl10"
"Acad10","Rpl10a"
"Acad10","Rpl11"
"Acad10","Rpl12"
"Acad10","Rpl14"
"Acad10","Rpl17"
"Acad10","Rpl18"
"Acad10","Rpl24"
"Acad10","Rpl28"
"Acad10","Rpl3"
"Acad10","Rpl35"
"Acad10","Rpl6"
"Acad10","Rpl8"
"Acad10","Safb"
"Acad9","Acadl"
"Acad9","Acadm"
"Acad9","Acat2"
"Acad9","Ager"
"Acad9","Ahcy"
"Acad9","Aldh1a1"
"Acad9","Aldh1a7"
"Acad9","Aldh2"
"Acad9","Aldh5a1"
"Acad9","Aldh7a1"
"Acad9","Aldoc"
"Acad9","Atic"
"Acad9","Atpaf1"
"Acad9","Auh"
"Acad9","C3"
"Acad9","C4b"
"Acad9","Capn2"
"Acad9","Capn8"
"Acad9","Capns1"
"Acad9","Ces1c"
"Acad9","Ckmt2"
"Acad9","Cse1l"
"Acad9","Cstb"
"Acad9","Cul3"
"Acad9","Dcps"
"Acad9","Dek"
"Acad9","Eps8l2"
"Acad9","F2"
"Acad9","Fbp2"
"Acad9","Fh"
"Acad9","G6pdx"
"Acad9","Gc"
"Acad9","Gclm"
"Acad9","Gk"
"Acad9","Gsn"
"Acad9","Gss"
"Acad9","Hgd"
"Acad9","Hibadh"
"Acad9","Hk1"
"Acad9","Hrg"
"Acad9","Idh2"
"Acad9","Inpp5b"
"Acad9","Ivd"
"Acad9","Ldhb"
"Acad9","Lsm5"
"Acad9","Luc7l2"
"Acad9","Lum"
"Acad9","Mvd"
"Acad9","Nae1"
"Acad9","Pafah1b1"
"Acad9","Pafah1b2"
"Acad9","Pdcd6ip"
"Acad9","Pdcl3"
"Acad9","Pdia4"
"Acad9","Pdlim1"
"Acad9","Pepd"
"Acad9","Pfas"
"Acad9","Phgdh"
"Acad9","Ptma"
"Acad9","Pts"
"Acad9","Pygl"
"Acad9","Pygm"
"Acad9","Rap1gds1"
"Acad9","Rdx"
"Acad9","Rragc"
"Acad9","Serpinf2"
"Acad9","Sfn"
"Acad9","Smap2"
"Acad9","Swap70"
"Acad9","Tardbp"
"Acad9","Tgm2"
"Acad9","Timm10"
"Acad9","Uba3"
"Acad9","Vcl"
"Acad9","Ywhae"
"Acad9","Ywhag"
"Acad9","Ywhah"
"Acad9","Ywhaq"
"Acad9","Ywhaz"
"Acadl","Acadm"
"Acadl","Acat2"
"Acadl","Ahcy"
"Acadl","Aldh5a1"
"Acadl","Aldh7a1"
"Acadl","Aldoc"
"Acadl","Atic"
"Acadl","Atpaf1"
"Acadl","Auh"
"Acadl","C3"
"Acadl","Capn2"
"Acadl","Capn8"
"Acadl","Cat"
"Acadl","Ces1c"
"Acadl","Ckb"
"Acadl","Ckmt2"
"Acadl","Cse1l"
"Acadl","Cul3"
"Acadl","Dcps"
"Acadl","Dek"
"Acadl","Ech1"
"Acadl","Eps8l2"
"Acadl","F2"
"Acadl","Fblim1"
"Acadl","Fbp2"
"Acadl","Fh"
"Acadl","Gc"
"Acadl","Gclm"
"Acadl","Gsn"
"Acadl","Gss"
"Acadl","Hibadh"
"Acadl","Hk1"
"Acadl","Idh2"
"Acadl","Inpp5b"
"Acadl","Ivd"
"Acadl","Ldhb"
"Acadl","Lsm4"
"Acadl","Lsm5"
"Acadl","Luc7l2"
"Acadl","Mapre2"
"Acadl","Mios"
"Acadl","Mvd"
"Acadl","Nae1"
"Acadl","Pafah1b1"
"Acadl","Pafah1b2"
"Acadl","Pdcd6ip"
"Acadl","Pdcl3"
"Acadl","Pdlim1"
"Acadl","Pepd"
"Acadl","Pfas"
"Acadl","Ptma"
"Acadl","Pts"
"Acadl","Pygl"
"Acadl","Pygm"
"Acadl","Rap1gds1"
"Acadl","Rragc"
"Acadl","Serpinf2"
"Acadl","Sfn"
"Acadl","Sirt2"
"Acadl","Tgm2"
"Acadl","Timm10"
"Acadl","Timm9"
"Acadl","Uba3"
"Acadl","Vcl"
"Acadl","Ywhae"
"Acadl","Ywhag"
"Acadl","Ywhah"
"Acadl","Ywhaz"
"Acadm","Acox1"
"Acadm","Acy1"
"Acadm","Ager"
"Acadm","Aldh1a1"
"Acadm","Aldh5a1"
"Acadm","Aldoa"
"Acadm","Aldoc"
"Acadm","Atic"
"Acadm","Auh"
"Acadm","C4b"
"Acadm","Capn2"
"Acadm","Celf2"
"Acadm","Ces1c"
"Acadm","Ckb"
"Acadm","Ckmt2"
"Acadm","Cp"
"Acadm","Cse1l"
"Acadm","Cstb"
"Acadm","Ctsa"
"Acadm","Cul3"
"Acadm","Ech1"
"Acadm","Echdc3"
"Acadm","Eps8l2"
"Acadm","F13a1"
"Acadm","F2"
"Acadm","Fh"
"Acadm","Gc"
"Acadm","Gclm"
"Acadm","Gda"
"Acadm","Glud1"
"Acadm","Gsn"
"Acadm","Gss"
"Acadm","Hibadh"
"Acadm","Hk1"
"Acadm","Inpp5b"
"Acadm","Ivd"
"Acadm","Kng2"
"Acadm","Ldhb"
"Acadm","Lsm5"
"Acadm","Mri1"
"Acadm","Mvd"
"Acadm","Nae1"
"Acadm","Nagk"
"Acadm","Npepps"
"Acadm","Nub1"
"Acadm","Otud7b"
"Acadm","Pafah1b1"
"Acadm","Pafah1b2"
"Acadm","Pak2"
"Acadm","Papss1"
"Acadm","Pdcd6ip"
"Acadm","Pdia4"
"Acadm","Pdlim1"
"Acadm","Pepd"
"Acadm","Pfas"
"Acadm","Pts"
"Acadm","Pygl"
"Acadm","Pygm"
"Acadm","Rap1gds1"
"Acadm","Rragc"
"Acadm","Serpina6"
"Acadm","Serpinf2"
"Acadm","Sfn"
"Acadm","Sirt2"
"Acadm","Tgm2"
"Acadm","Trap1"
"Acadm","Txnrd1"
"Acadm","Uba3"
"Acadm","Vcl"
"Acadm","Ywhab"
"Acadm","Ywhag"
"Acadm","Ywhah"
"Acadm","Ywhaq"
"Acadm","Ywhaz"
"Acads","Agfg1"
"Acads","Aldh1a2"
"Acads","Arpc1a"
"Acads","Arpc5l"
"Acads","Btf3l4"
"Acads","Ces1"
"Acads","Cfdp1"
"Acads","Coro1a"
"Acads","Coro1b"
"Acads","Coro1c"
"Acads","Coro7"
"Acads","Cul1"
"Acads","Dpysl2"
"Acads","Dpysl4"
"Acads","Drg2"
"Acads","Efl1"
"Acads","Egfr"
"Acads","Ero1a"
"Acads","Fubp1"
"Acads","Gm9493"
"Acads","Gmpr"
"Acads","Gmpr2"
"Acads","Gopc"
"Acads","Grpel1"
"Acads","H6pd"
"Acads","Hmgcs1"
"Acads","Iars2"
"Acads","Ipo5"
"Acads","Kif1bp"
"Acads","Ldb3"
"Acads","Lpp"
"Acads","Mut"
"Acads","Naa10"
"Acads","Naa15"
"Acads","Naga"
"Acads","P4hb"
"Acads","Pald1"
"Acads","Pklr"
"Acads","Pkm"
"Acads","Plcb3"
"Acads","Ppp2r5d"
"Acads","Rabggta"
"Acads","Rad23a"
"Acads","Rad23b"
"Acads","Rassf2"
"Acads","Rcn1"
"Acads","Rwdd1"
"Acads","Sh3bgr"
"Acads","Sh3gl1"
"Acads","Sh3glb1"
"Acads","Smap1"
"Acads","Stat5b"
"Acads","Stat6"
"Acads","Suox"
"Acads","Trnt1"
"Acads","Uba2"
"Acads","Ube2k"
"Acads","Xdh"
"Acadvl","Atp5c1"
"Acadvl","Canx"
"Acadvl","Cyb5r3"
"Acadvl","Rap1b"
"Acadvl","Slc25a4"
"Acadvl","Vdac1"
"Acap2","Aldh1l1"
"Acap2","Ap1m1"
"Acap2","Appl2"
"Acap2","Cap1"
"Acap2","Cops2"
"Acap2","Cops3"
"Acap2","Cops4"
"Acap2","Cops5"
"Acap2","Cops6"
"Acap2","Cops7a"
"Acap2","Cpsf6"
"Acap2","Cryab"
"Acap2","Ctnnb1"
"Acap2","Cyfip1"
"Acap2","Dag1"
"Acap2","Epb41l2"
"Acap2","Fam129a"
"Acap2","Gabpa"
"Acap2","Gps1"
"Acap2","Hdlbp"
"Acap2","Htt"
"Acap2","Mybpc1"
"Acap2","Nckap1"
"Acap2","Pde4d"
"Acap2","Prmt1"
"Acap2","Supt6h"
"Acap2","Tpm1"
"Acap2","Tpm2"
"Acap2","Tpm3"
"Acap2","Tpm4"
"Acap2","Txndc5"
"Acap2","Usp47"
"Acap2","Wasl"
"Acap2","Wdr44"
"Acat1","Aldh1a1"
"Acat1","Aldh2"
"Acat1","Arpc1b"
"Acat1","C3"
"Acat1","Capn2"
"Acat1","Coro1c"
"Acat1","Dis3l2"
"Acat1","Echs1"
"Acat1","Eif5a"
"Acat1","G6pdx"
"Acat1","Gyg"
"Acat1","Idh2"
"Acat1","Ifit3"
"Acat1","Igh-3"
"Acat1","Lsm4"
"Acat1","Park7"
"Acat1","Pdcd6ip"
"Acat1","Pdlim1"
"Acat1","Phgdh"
"Acat1","Pip4k2c"
"Acat1","Ppp1r2"
"Acat1","Pygm"
"Acat1","Slc25a5"
"Acat1","Tardbp"
"Acat1","Vcl"
"Acat2","Actr3"
"Acat2","Afm"
"Acat2","Ahcy"
"Acat2","Aldh2"
"Acat2","Aldh7a1"
"Acat2","Aldoc"
"Acat2","Arpc1b"
"Acat2","Asns"
"Acat2","Atpaf1"
"Acat2","C3"
"Acat2","Cacybp"
"Acat2","Cat"
"Acat2","Ces1d"
"Acat2","Ces1f"
"Acat2","Cse1l"
"Acat2","Dcps"
"Acat2","Fggy"
"Acat2","Gmds"
"Acat2","Ivd"
"Acat2","Nae1"
"Acat2","Osgep"
"Acat2","Pdcd4"
"Acat2","Pdcd6ip"
"Acat2","Pfas"
"Acat2","Ptma"
"Acat2","Pygl"
"Acat2","Pygm"
"Acat2","Rdx"
"Acat2","Swap70"
"Acat2","Trmt5"
"Acat2","Uba1"
"Acat2","Uba3"
"Acat2","Uba7"
"Acat2","Vcl"
"Acat2","Ywhae"
"Acat3","Acot9"
"Acat3","Actr2"
"Acat3","Actr3"
"Acat3","Afm"
"Acat3","Ahcy"
"Acat3","Aldh2"
"Acat3","Aldh7a1"
"Acat3","Aldoc"
"Acat3","Arpc1b"
"Acat3","Arpc3"
"Acat3","Arpc4"
"Acat3","Arpc5"
"Acat3","Btf3"
"Acat3","C3"
"Acat3","Capn2"
"Acat3","Capn8"
"Acat3","Cat"
"Acat3","Ces1d"
"Acat3","Cse1l"
"Acat3","Dcps"
"Acat3","Dtd1"
"Acat3","G6pdx"
"Acat3","Itih4"
"Acat3","Ivd"
"Acat3","Pcna"
"Acat3","Pcx"
"Acat3","Phykpl"
"Acat3","Ptma"
"Acat3","Rpl22"
"Acat3","Rprd1b"
"Acat3","Uba1"
"Acat3","Ube2l3"
"Acat3","Ubxn1"
"Acbd3","Ager"
"Acly","Ap1b1"
"Acly","Ap1g1"
"Acly","Ap1m1"
"Acly","Cd93"
"Acly","Col4a3bp"
"Acly","Cops7a"
"Acly","Fam129a"
"Acly","Fnbp1"
"Acly","Fnbp1l"
"Acly","Kif3a"
"Acly","Kif3b"
"Acly","Man2c1"
"Acly","Nbeal1"
"Acly","Nrcam"
"Acly","Ogfr"
"Acly","Paics"
"Acly","Pdxdc1"
"Acly","Tpm3"
"Acly","Tpm4"
"Acly","Trip10"
"Acly","Ttc37"
"Acly","Usp47"
"Acly","Wdr44"
"Acly","Wdr61"
"Aco1","Acot7"
"Aco1","Acss2"
"Aco1","Adss"
"Aco1","Ahsg"
"Aco1","Alb"
"Aco1","Aldh6a1"
"Aco1","Aldh9a1"
"Aco1","Anxa11"
"Aco1","Anxa6"
"Aco1","Apip"
"Aco1","Apoa4"
"Aco1","Ass1"
"Aco1","Atxn10"
"Aco1","Carkd"
"Aco1","Ckm"
"Aco1","Csad"
"Aco1","Dld"
"Aco1","Dpp3"
"Aco1","Eef2"
"Aco1","Eif4e"
"Aco1","Eif5"
"Aco1","Eloc"
"Aco1","Eno2"
"Aco1","Etfa"
"Aco1","Etfb"
"Aco1","Ezr"
"Aco1","Fdps"
"Aco1","Fermt2"
"Aco1","Gapdh"
"Aco1","Gars"
"Aco1","Gbp2"
"Aco1","Glrx3"
"Aco1","Gm20390"
"Aco1","Gm20425"
"Aco1","Gm43302"
"Aco1","Gm7964"
"Aco1","Got1"
"Aco1","Gpx1"
"Aco1","Gsr"
"Aco1","Hdgf"
"Aco1","Hpx"
"Aco1","Iah1"
"Aco1","Idh1"
"Aco1","Impa1"
"Aco1","Kyat1"
"Aco1","Lcp1"
"Aco1","Mapre1"
"Aco1","Mdh1"
"Aco1","Msn"
"Aco1","Mtap"
"Aco1","Nampt"
"Aco1","Nans"
"Aco1","Ndrg1"
"Aco1","Ndrg2"
"Aco1","Nisch"
"Aco1","Oat"
"Aco1","Orm1"
"Aco1","Otub1"
"Aco1","Oxsr1"
"Aco1","Pah"
"Aco1","Pak2"
"Aco1","Papss2"
"Aco1","Pdk2"
"Aco1","Pgp"
"Aco1","Ppm1a"
"Aco1","Prep"
"Aco1","Prpsap1"
"Aco1","Prpsap2"
"Aco1","Ptges3"
"Aco1","Ptms"
"Aco1","Ptpn11"
"Aco1","Ranbp1"
"Aco1","Rnpep"
"Aco1","Rps21"
"Aco1","Rps6ka3"
"Aco1","Rpsa"
"Aco1","Scrn1"
"Aco1","Sephs2"
"Aco1","Serpina1b"
"Aco1","Serpina1d"
"Aco1","Serpina3k"
"Aco1","Serpinc1"
"Aco1","Slc9a3r1"
"Aco1","Sord"
"Aco1","Srl"
"Aco1","Stmn1"
"Aco1","Sub1"
"Aco1","Sugt1"
"Aco1","Sult1d1"
"Aco1","Tnni2"
"Aco1","Tsta3"
"Aco1","Ttr"
"Aco1","Uap1l1"
"Aco1","Ugdh"
"Aco1","Usp14"
"Aco2","Adh1"
"Aco2","Ak1"
"Aco2","Aldh1a7"
"Aco2","Ca3"
"Aco2","Cfl1"
"Aco2","Echs1"
"Aco2","Fkbp4"
"Aco2","Gimap4"
"Aco2","Glud1"
"Aco2","Gpd1"
"Aco2","Gstm1"
"Aco2","Mapkapk2"
"Aco2","Ola1"
"Aco2","Pdlim5"
"Aco2","Pfkm"
"Aco2","Prdx5"
"Aco2","Prdx6"
"Aco2","Srsf1"
"Aco2","Tpi1"
"Aco2","Twf1"
"Aco2","Txn"
"Acot12","Fkbp15"
"Acot12","Tpr"
"Acot7","Acss2"
"Acot7","Ahsg"
"Acot7","Alb"
"Acot7","Aldh6a1"
"Acot7","Aldh9a1"
"Acot7","Anxa6"
"Acot7","Apip"
"Acot7","Ass1"
"Acot7","Atxn10"
"Acot7","Cbr2"
"Acot7","Cs"
"Acot7","Dld"
"Acot7","Dstn"
"Acot7","Eef2"
"Acot7","Eif5"
"Acot7","Eloc"
"Acot7","Etfb"
"Acot7","Fermt2"
"Acot7","Gbp2"
"Acot7","Gbp7"
"Acot7","Gdi1"
"Acot7","Glrx3"
"Acot7","Gm20390"
"Acot7","Gm20425"
"Acot7","Gm43302"
"Acot7","Got1"
"Acot7","Hdgf"
"Acot7","Hprt1"
"Acot7","Iah1"
"Acot7","Impa1"
"Acot7","Kyat1"
"Acot7","Lcp1"
"Acot7","Mtap"
"Acot7","Ndrg1"
"Acot7","Ndrg2"
"Acot7","Nisch"
"Acot7","Oat"
"Acot7","Otub1"
"Acot7","Oxsr1"
"Acot7","Pak2"
"Acot7","Papss2"
"Acot7","Ppm1a"
"Acot7","Prep"
"Acot7","Prps1l3"
"Acot7","Ptges3"
"Acot7","Ptpn11"
"Acot7","Rnpep"
"Acot7","Rps6ka3"
"Acot7","Sephs2"
"Acot7","Serpina1b"
"Acot7","Serpina1d"
"Acot7","Serpina3k"
"Acot7","Serpinc1"
"Acot7","Slc9a3r1"
"Acot7","Sult1d1"
"Acot7","Tnni2"
"Acot7","Ttr"
"Acot9","Ahcy"
"Acot9","Aldh7a1"
"Acot9","Aldoc"
"Acot9","Arpc4"
"Acot9","C3"
"Acot9","Capn2"
"Acot9","Capn8"
"Acot9","Cat"
"Acot9","Cse1l"
"Acot9","Dcps"
"Acot9","Fbp2"
"Acot9","Ifit3"
"Acot9","Ivd"
"Acot9","Lsm4"
"Acot9","Lsm5"
"Acot9","Pdcd6ip"
"Acot9","Pdlim1"
"Acot9","Ptma"
"Acot9","Pygl"
"Acot9","Rprd1b"
"Acot9","Timm10"
"Acot9","Timm9"
"Acot9","Ubxn1"
"Acot9","Ywhae"
"Acox1","Adh1"
"Acox1","Ager"
"Acox1","Alb"
"Acox1","Aldh1a1"
"Acox1","Aldh1a7"
"Acox1","Aldh5a1"
"Acox1","Auh"
"Acox1","Casp8"
"Acox1","Cbr2"
"Acox1","Ckmt2"
"Acox1","Ctsa"
"Acox1","Ddx58"
"Acox1","Dstn"
"Acox1","Ech1"
"Acox1","Eef2"
"Acox1","Eif5"
"Acox1","Eps8l2"
"Acox1","F13a1"
"Acox1","F2"
"Acox1","Fbp1"
"Acox1","Gbp2"
"Acox1","Gbp9"
"Acox1","Gclc"
"Acox1","Glud1"
"Acox1","Gsn"
"Acox1","Hk1"
"Acox1","Hnrnpf"
"Acox1","Kng1"
"Acox1","Mthfd1"
"Acox1","Nagk"
"Acox1","Naxd"
"Acox1","Ndrg2"
"Acox1","Nhlrc2"
"Acox1","Nub1"
"Acox1","Oxsr1"
"Acox1","Pafah1b2"
"Acox1","Papss1"
"Acox1","Pdia4"
"Acox1","Pdlim1"
"Acox1","Pfkm"
"Acox1","Prdx6"
"Acox1","Prune1"
"Acox1","Pygm"
"Acox1","Rap1gds1"
"Acox1","S100a11"
"Acox1","Serpina1b"
"Acox1","Sirt2"
"Acox1","Tbcb"
"Acox1","Tpi1"
"Acox1","Tuba1a"
"Acox1","Tuba1b"
"Acox1","Tuba4a"
"Acox1","Tubb2a"
"Acox1","Tubb4a"
"Acox1","Txnrd1"
"Acox1","Ywhab"
"Acox1","Ywhaq"
"Acsf2","Apip"
"Acsf2","Ca2"
"Acsf2","Ckm"
"Acsf2","Crot"
"Acsf2","Dstn"
"Acsf2","Gm20390"
"Acsf2","Gm20425"
"Acsf2","Gpi"
"Acsf2","Hprt1"
"Acsf2","Hspe1"
"Acsf2","Lcp1"
"Acsf2","Mapre1"
"Acsf2","Mdh1"
"Acsf2","Otub1"
"Acsf2","Pdia3"
"Acsf2","Pgd"
"Acsf2","Plg"
"Acsf2","Pter"
"Acsf2","Ranbp1"
"Acsf2","Ttr"
"Acsl1","Aldh3a2"
