"protein_A","protein_B"
"Abraxas2","Usp47"
"Abraxas2","Wdr44"
"Abraxas2","Wdr61"
"Acaa1b","Actc1"
"Acaa1b","Adh1"
"Acaa1b","Ak2"
"Acaa1b","Aldh1l1"
"Acaa1b","Ass1"
"Acaa1b","Bhmt"
"Acaa1b","Cmpk1"
"Acaa1b","Comt"
"Acaa1b","Ctsd"
"Acaa1b","Ehhadh"
"Acaa1b","Eif4a1"
"Acaa1b","Ftcd"
"Acaa1b","Gpd1"
"Acaa1b","Gstt1"
"Acaa1b","Hmgcs2"
"Acaa1b","Inmt"
"Acaa1b","Iqgap2"
"Acaa1b","Lactb2"
"Acaa1b","Map2k1"
"Acaa1b","Mtpn"
"Acaa1b","Mylpf"
"Acaa1b","Nudt7"
"Acaa1b","Pdap1"
"Acaa1b","Pgm1"
"Acaa1b","Ran"
"Acaa1b","S100a11"
"Acaa1b","S100a4"
"Acaa1b","S100a9"
"Acaa1b","Sds"
"Acaa1b","Tkt"
"Acaa1b","Txn"
"Acaa2","Acad9"
"Acaa2","Acadl"
"Acaa2","Acadm"
"Acaa2","Aco2"
"Acaa2","Actb"
"Acaa2","Actc1"
"Acaa2","Ahcy"
"Acaa2","Akr1b1"
"Acaa2","Aldh1b1"
"Acaa2","Aldoa"
"Acaa2","Aldob"
"Acaa2","Apip"
"Acaa2","Arpc1b"
"Acaa2","Asrgl1"
"Acaa2","Atic"
"Acaa2","Atpaf1"
"Acaa2","Auh"
"Acaa2","Btf3"
"Acaa2","C3"
"Acaa2","Cacybp"
"Acaa2","Capn2"
"Acaa2","Capns1"
"Acaa2","Carkd"
"Acaa2","Cat"
"Acaa2","Cbs"
"Acaa2","Cbx3"
"Acaa2","Ces1c"
"Acaa2","Ckmt2"
"Acaa2","Cndp2"
"Acaa2","Crip2"
"Acaa2","Dcps"
"Acaa2","Dek"
"Acaa2","Dhrs4"
"Acaa2","Diablo"
"Acaa2","Dis3l2"
"Acaa2","Dtd1"
"Acaa2","Echdc3"
"Acaa2","Eef2"
"Acaa2","Eif4a2"
"Acaa2","Erap1"
"Acaa2","Esd"
"Acaa2","Etfb"
"Acaa2","Fbp2"
"Acaa2","Fh"
"Acaa2","Fubp1"
"Acaa2","Gc"
"Acaa2","Gcdh"
"Acaa2","Gclm"
"Acaa2","Gda"
"Acaa2","Gfm2"
"Acaa2","Gk"
"Acaa2","Gss"
"Acaa2","Hibadh"
"Acaa2","Hk1"
"Acaa2","Hmgcl"
"Acaa2","Ifit3"
"Acaa2","Itih4"
"Acaa2","Ivd"
"Acaa2","Kif1bp"
"Acaa2","Lars"
"Acaa2","Ldha"
"Acaa2","Ldhb"
"Acaa2","Lum"
"Acaa2","Lypla1"
"Acaa2","Mapkapk2"
"Acaa2","Mapre2"
"Acaa2","Mdh2"
"Acaa2","Msra"
"Acaa2","Nae1"
"Acaa2","Nagk"
"Acaa2","Ndrg1"
"Acaa2","Npepps"
"Acaa2","Nppa"
"Acaa2","Nsfl1c"
"Acaa2","Pafah1b1"
"Acaa2","Pafah1b2"
"Acaa2","Pdcd6ip"
"Acaa2","Pdlim1"
"Acaa2","Phykpl"
"Acaa2","Pmpca"
"Acaa2","Ppp1ca"
"Acaa2","Ppp1cc"
"Acaa2","Prdx1"
"Acaa2","Prdx2"
"Acaa2","Prdx5"
"Acaa2","Psmd4"
"Acaa2","Ptma"
"Acaa2","Pts"
"Acaa2","Pygb"
"Acaa2","Pygm"
"Acaa2","Rap1gds1"
"Acaa2","Rps17"
"Acaa2","Rps7"
"Acaa2","Rragc"
"Acaa2","Scly"
"Acaa2","Serpina6"
"Acaa2","Serpinf2"
"Acaa2","Sf1"
"Acaa2","Snd1"
"Acaa2","Srsf2"
"Acaa2","Sucla2"
"Acaa2","Suclg2"
"Acaa2","Tgm2"
"Acaa2","Timm10"
"Acaa2","Tnni3"
"Acaa2","Trnt1"
"Acaa2","Tufm"
"Acaa2","Uba3"
"Acaa2","Vcl"
"Acaa2","Xpnpep1"
"Acaa2","Xpo1"
"Acaa2","Ywhab"
"Acaa2","Ywhae"
"Acaa2","Ywhag"
"Acaa2","Ywhah"
"Acaa2","Ywhaq"
"Acaa2","Ywhaz"
"Acaca","Actc1"
"Acaca","Apobec2"
"Acaca","Copz1"
"Acaca","Mb"
"Acaca","Ptpn23"
"Acaca","Tnni3"
"Acaca","Txndc9"
"Acacb","Actc1"
"Acacb","Camk2b"
"Acacb","Camk2g"
"Acacb","Cct6b"
"Acacb","Copz1"
"Acacb","Ighg1"
"Acacb","Map4"
"Acacb","Txndc9"
"Acad10","Acad12"
"Acad10","Acsl1"
"Acad10","Atp1a1"
"Acad10","Atp1b1"
"Acad10","Atp5j"
"Acad10","Bcap31"
"Acad10","Canx"
"Acad10","Col6a1"
"Acad10","Ddx1"
"Acad10","Dlat"
"Acad10","Eif2s3x"
"Acad10","Fis1"
"Acad10","Fxr1"
"Acad10","Gm10250"
"Acad10","Gm9242"
"Acad10","H1f0"
"Acad10","Hist1h1c"
"Acad10","Hist1h2al"
"Acad10","Hist1h2br"
"Acad10","Hist1h4a"
"Acad10","Hnrnpa1"
"Acad10","Hnrnpa2b1"
"Acad10","Map1b"
"Acad10","Mvp"
"Acad10","Ndufb9"
"Acad10","Ndufc2"
"Acad10","Nipsnap2"
"Acad10","Pdhx"
"Acad10","Plin2"
"Acad10","Rab11b"
"Acad10","Reep5"
"Acad10","Rpl10a"
"Acad10","Rpl11"
"Acad10","Rpl13"
"Acad10","Rpl13a"
"Acad10","Rpl17"
"Acad10","Rpl18"
"Acad10","Rpl24"
"Acad10","Rpl27"
"Acad10","Rpl27a"
"Acad10","Rpl29"
"Acad10","Rpl3"
"Acad10","Rpl30"
"Acad10","Rpl32"
"Acad10","Rpl4"
"Acad10","Rpl6"
"Acad10","Rpl7a"
"Acad10","Rpl8"
"Acad10","Rplp0"
"Acad10","Rplp2"
"Acad10","Rps11"
"Acad10","Rps14"
"Acad10","Rps15"
"Acad10","Rps18"
"Acad10","Rps2"
"Acad10","Rps23"
"Acad10","Rps24"
"Acad10","Rps26"
"Acad10","Rps3a"
"Acad10","Rps4x"
"Acad10","Rps8"
"Acad10","Rtcb"
"Acad10","Rtn2"
"Acad10","Tmod1"
"Acad10","Tnni3"
"Acad10","Tnnt2"
"Acad10","Tpm4"
"Acad10","Ttn"
"Acad10","Upf1"
"Acad10","Vat1"
"Acad10","Vim"
"Acad12","Atp1a1"
"Acad12","Atp2a1"
"Acad12","Canx"
"Acad12","Cdc42"
"Acad12","Col6a1"
"Acad12","Col6a3"
"Acad12","Cyc1"
"Acad12","Ephx1"
"Acad12","Fis1"
"Acad12","Gm10250"
"Acad12","Myh4"
"Acad12","Ndufa5"
"Acad12","Rab1b"
"Acad12","Rac1"
"Acad12","Slmap"
"Acad12","Ugt2b5"
"Acad12","Vim"
"Acad8","Acads"
"Acad8","Acot9"
"Acad8","Actc1"
"Acad8","Actr2"
"Acad8","Actr3"
"Acad8","Afm"
"Acad8","Aldh1a1"
"Acad8","Aldh1b1"
"Acad8","Aldh2"
"Acad8","Aldh5a1"
"Acad8","Arih1"
"Acad8","Arpc1a"
"Acad8","Arpc2"
"Acad8","Arpc3"
"Acad8","Arpc4"
"Acad8","C5"
"Acad8","Dpp9"
"Acad8","Eci2"
"Acad8","Gmpr"
"Acad8","Gmpr2"
"Acad8","Hk2"
"Acad8","Hnrnpab"
"Acad8","Hnrnpd"
"Acad8","Iars2"
"Acad8","Igh-3"
"Acad8","Ighg1"
"Acad8","Igkc"
"Acad8","Kpna3"
"Acad8","Kpna4"
"Acad8","Ldb3"
"Acad8","Lonp1"
"Acad8","Mut"
"Acad8","Naa10"
"Acad8","P4hb"
"Acad8","Pcyt2"
"Acad8","Picalm"
"Acad8","Pkm"
"Acad8","Plaa"
"Acad8","Ppp2r5d"
"Acad8","Prkab1"
"Acad8","Prkab2"
"Acad8","Pygb"
"Acad8","Rabggta"
"Acad8","Rad23a"
"Acad8","Rwdd1"
"Acad8","Sae1"
"Acad8","Sh3bgr"
"Acad8","Shmt2"
"Acad8","Stat5b"
"Acad8","Suox"
"Acad8","Tnni3"
"Acad8","Ttll12"
"Acad8","Tufm"
"Acad8","Uba1"
"Acad8","Uba7"
"Acad8","Ube3a"
"Acad8","Xdh"
"Acad9","Acadl"
"Acad9","Acadm"
"Acad9","Acat1"
"Acad9","Aco2"
"Acad9","Actc1"
"Acad9","Acy1"
"Acad9","Ahcy"
"Acad9","Aldh1b1"
"Acad9","Aldh5a1"
"Acad9","Aldh7a1"
"Acad9","Aldoa"
"Acad9","Arpc1b"
"Acad9","Asrgl1"
"Acad9","Atic"
"Acad9","Atpaf1"
"Acad9","Auh"
"Acad9","C3"
"Acad9","C4b"
"Acad9","Cacybp"
"Acad9","Capn2"
"Acad9","Capns1"
"Acad9","Carkd"
"Acad9","Casq2"
"Acad9","Cat"
"Acad9","Cbx3"
"Acad9","Cdc37"
"Acad9","Ces1c"
"Acad9","Ckmt2"
"Acad9","Cndp2"
"Acad9","Cp"
"Acad9","Csad"
"Acad9","Cstb"
"Acad9","Dcps"
"Acad9","Dek"
"Acad9","Diablo"
"Acad9","Ech1"
"Acad9","Echdc3"
"Acad9","Eef2"
"Acad9","Ephx2"
"Acad9","Erap1"
"Acad9","Esd"
"Acad9","Etfb"
"Acad9","F13a1"
"Acad9","F2"
"Acad9","Fbp2"
"Acad9","Fh"
"Acad9","Fkbp4"
"Acad9","G6pdx"
"Acad9","Gbp9"
"Acad9","Gc"
"Acad9","Gcdh"
"Acad9","Gda"
"Acad9","Gfm2"
"Acad9","Gpx3"
"Acad9","Gss"
"Acad9","Hibadh"
"Acad9","Hk1"
"Acad9","Ifit3"
"Acad9","Igkc"
"Acad9","Il1rap"
"Acad9","Isoc1"
"Acad9","Itih4"
"Acad9","Ivd"
"Acad9","Kif1bp"
"Acad9","Kng1"
"Acad9","Ldha"
"Acad9","Ldhb"
"Acad9","Lum"
"Acad9","Mapre2"
"Acad9","Mb"
"Acad9","Nae1"
"Acad9","Npepps"
"Acad9","Nppa"
"Acad9","Nsfl1c"
"Acad9","Nudt8"
"Acad9","Pafah1b1"
"Acad9","Pafah1b2"
"Acad9","Pak2"
"Acad9","Pdcd6ip"
"Acad9","Pdia4"
"Acad9","Pdlim1"
"Acad9","Pfas"
"Acad9","Pfkl"
"Acad9","Pmpca"
"Acad9","Pnp"
"Acad9","Ppp1ca"
"Acad9","Ppp1cb"
"Acad9","Ppp1r2"
"Acad9","Prdx1"
"Acad9","Ptma"
"Acad9","Pts"
"Acad9","Pygb"
"Acad9","Pygm"
"Acad9","Rap1gds1"
"Acad9","Scly"
"Acad9","Sephs2"
"Acad9","Serpina6"
"Acad9","Serpinf2"
"Acad9","Snd1"
"Acad9","Srsf2"
"Acad9","Sucla2"
"Acad9","Suclg2"
"Acad9","Tgm2"
"Acad9","Tnni3"
"Acad9","Tpi1"
"Acad9","Trap1"
"Acad9","Trnt1"
"Acad9","Tufm"
"Acad9","Txnrd1"
"Acad9","Uba3"
"Acad9","Vcl"
"Acad9","Ywhab"
"Acad9","Ywhae"
"Acad9","Ywhag"
"Acad9","Ywhah"
"Acad9","Ywhaq"
"Acad9","Ywhaz"
"Acadl","Acadm"
"Acadl","Actb"
"Acadl","Actc1"
"Acadl","Ahcy"
"Acadl","Akr1b1"
"Acadl","Aldh1b1"
"Acadl","Aldoa"
"Acadl","Arpc1b"
"Acadl","Atic"
"Acadl","Atpaf1"
"Acadl","Auh"
"Acadl","C3"
"Acadl","Cacybp"
"Acadl","Capn2"
"Acadl","Capns1"
"Acadl","Cat"
"Acadl","Cbx3"
"Acadl","Ces1c"
"Acadl","Ckmt2"
"Acadl","Crip2"
"Acadl","Dcps"
"Acadl","Dek"
"Acadl","Diablo"
"Acadl","Dis3l2"
"Acadl","Drg2"
"Acadl","Dtd1"
"Acadl","Echdc3"
"Acadl","Eef2"
"Acadl","Erap1"
"Acadl","Esd"
"Acadl","Etfb"
"Acadl","Fbp2"
"Acadl","Fh"
"Acadl","Fubp1"
"Acadl","Gc"
"Acadl","Gda"
"Acadl","Gfm2"
"Acadl","Gss"
"Acadl","Hibadh"
"Acadl","Hk1"
"Acadl","Ifit3"
"Acadl","Itih4"
"Acadl","Ivd"
"Acadl","Kif1bp"
"Acadl","Lars"
"Acadl","Ldha"
"Acadl","Ldhb"
"Acadl","Lum"
"Acadl","Mapre2"
"Acadl","Mdh2"
"Acadl","Msra"
"Acadl","Nae1"
"Acadl","Nagk"
"Acadl","Ndrg1"
"Acadl","Npepps"
"Acadl","Nppa"
"Acadl","Nsfl1c"
"Acadl","Pafah1b2"
"Acadl","Pdcd6ip"
"Acadl","Pdlim1"
"Acadl","Phykpl"
"Acadl","Pmpca"
"Acadl","Ppp1ca"
"Acadl","Ppp1cc"
"Acadl","Prdx1"
"Acadl","Prdx2"
"Acadl","Ptma"
"Acadl","Pts"
"Acadl","Pygb"
"Acadl","Pygm"
"Acadl","Rap1gds1"
"Acadl","Rps17"
"Acadl","Rragc"
"Acadl","Scly"
"Acadl","Serpina6"
"Acadl","Serpinf2"
"Acadl","Snd1"
"Acadl","Srsf2"
"Acadl","Sucla2"
"Acadl","Tgm2"
"Acadl","Timm10"
"Acadl","Tnni3"
"Acadl","Trnt1"
"Acadl","Tufm"
"Acadl","Uba3"
"Acadl","Vcl"
"Acadl","Xpnpep1"
"Acadl","Xpo1"
"Acadl","Ywhab"
"Acadl","Ywhae"
"Acadl","Ywhag"
"Acadl","Ywhah"
"Acadl","Ywhaq"
"Acadl","Ywhaz"
"Acadm","Aco2"
"Acadm","Actc1"
"Acadm","Acy1"
"Acadm","Ahcy"
"Acadm","Aldoa"
"Acadm","Apip"
"Acadm","Arpc1b"
"Acadm","Asrgl1"
"Acadm","Atic"
"Acadm","Atpaf1"
"Acadm","Auh"
"Acadm","Cacybp"
"Acadm","Capn2"
"Acadm","Capns1"
"Acadm","Cat"
"Acadm","Cbx3"
"Acadm","Ces1c"
"Acadm","Ckmt2"
"Acadm","Cp"
"Acadm","Csad"
"Acadm","Dcps"
"Acadm","Dek"
"Acadm","Diablo"
"Acadm","Dtd1"
"Acadm","Echdc3"
"Acadm","Eef2"
"Acadm","Erap1"
"Acadm","Esd"
"Acadm","Etfb"
"Acadm","F13a1"
"Acadm","F2"
"Acadm","Fbp2"
"Acadm","Fh"
"Acadm","Fubp1"
"Acadm","Gc"
"Acadm","Gda"
"Acadm","Gfm2"
"Acadm","Gpx3"
"Acadm","Gss"
"Acadm","Hibadh"
"Acadm","Hk1"
"Acadm","Il1rap"
"Acadm","Itih4"
"Acadm","Ivd"
"Acadm","Kif1bp"
"Acadm","Lars"
"Acadm","Ldha"
"Acadm","Ldhb"
"Acadm","Lum"
"Acadm","Mapre2"
"Acadm","Mdh2"
"Acadm","Nae1"
"Acadm","Nagk"
"Acadm","Npepps"
"Acadm","Nppa"
"Acadm","Nsfl1c"
"Acadm","Pafah1b1"
"Acadm","Pafah1b2"
"Acadm","Pak2"
"Acadm","Pdcd6ip"
"Acadm","Pdlim1"
"Acadm","Pmpca"
"Acadm","Ppp1ca"
"Acadm","Ppp1cc"
"Acadm","Prdx1"
"Acadm","Prdx2"
"Acadm","Ptma"
"Acadm","Pts"
"Acadm","Pygb"
"Acadm","Pygm"
"Acadm","Rap1gds1"
"Acadm","Rragc"
"Acadm","Scly"
"Acadm","Serpina6"
"Acadm","Serpinf2"
"Acadm","Snd1"
"Acadm","Spr"
"Acadm","Srsf2"
"Acadm","Tgm2"
"Acadm","Tnni3"
"Acadm","Trnt1"
"Acadm","Txnrd1"
"Acadm","Uba3"
"Acadm","Vcl"
"Acadm","Vps8"
"Acadm","Xpo1"
"Acadm","Ywhab"
"Acadm","Ywhae"
"Acadm","Ywhag"
"Acadm","Ywhah"
"Acadm","Ywhaq"
"Acadm","Ywhaz"
"Acads","Actc1"
"Acads","Actr2"
"Acads","Actr3"
"Acads","Afm"
"Acads","Aldh2"
"Acads","Arih1"
"Acads","Arpc1a"
"Acads","Arpc2"
"Acads","Arpc3"
"Acads","Arpc4"
"Acads","Arpc5"
"Acads","Ces1d"
"Acads","Cul1"
"Acads","Gmpr"
"Acads","Gmpr2"
"Acads","Hars"
"Acads","Hk2"
"Acads","Iars2"
"Acads","Igh-3"
"Acads","Isoc2a"
"Acads","Kpna4"
"Acads","Lonp1"
"Acads","Mut"
"Acads","P4hb"
"Acads","Pcyt2"
"Acads","Phykpl"
"Acads","Picalm"
"Acads","Pkm"
"Acads","Plaa"
"Acads","Plcg1"
"Acads","Prkab2"
"Acads","Rad23a"
"Acads","Rragc"
"Acads","Rwdd1"
"Acads","Sh3bgr"
"Acads","Suox"
"Acads","Tufm"
"Acads","Uba1"
"Acads","Uba7"
"Acadsb","Aco2"
"Acadsb","Actc1"
"Acadsb","Acyp2"
"Acadsb","Asrgl1"
"Acadsb","C4b"
"Acadsb","Cbx3"
"Acadsb","Csrp3"
"Acadsb","Dglucy"
"Acadsb","Dhrs4"
"Acadsb","Dstn"
"Acadsb","Echs1"
"Acadsb","Eef2"
"Acadsb","Eif5a"
"Acadsb","Erp44"
"Acadsb","Etfb"
"Acadsb","F13a1"
"Acadsb","Gapdh"
"Acadsb","Gars"
"Acadsb","Gcdh"
"Acadsb","Glrx3"
"Acadsb","Gmps"
"Acadsb","Gpx3"
"Acadsb","Hadh"
"Acadsb","Hspa5"
"Acadsb","Hspa8"
"Acadsb","Hspa9"
"Acadsb","Ighg1"
"Acadsb","Igkc"
"Acadsb","Lum"
"Acadsb","Mapkapk2"
"Acadsb","Mdh2"
"Acadsb","Naa10"
"Acadsb","Nars"
"Acadsb","Nsfl1c"
"Acadsb","Pafah1b2"
"Acadsb","Park7"
"Acadsb","Pfkm"
"Acadsb","Pfkp"
"Acadsb","Ppa2"
"Acadsb","Ppm1b"
"Acadsb","Ppp1ca"
"Acadsb","Ppp1cb"
"Acadsb","Prdx1"
"Acadsb","Prdx2"
"Acadsb","Prdx5"
"Acadsb","Prdx6"
"Acadsb","Prune1"
"Acadsb","Psme2"
"Acadsb","Rragc"
"Acadsb","S100a10"
"Acadsb","Selenbp1"
"Acadsb","Serpinb6a"
"Acadsb","Sgta"
"Acadsb","Skp1"
"Acadsb","Slc25a5"
"Acadsb","Stip1"
"Acadsb","Sucla2"
"Acadsb","Suclg2"
"Acadsb","Tpi1"
"Acadsb","Tuba1a"
"Acadsb","Tuba4a"
"Acadsb","Tubb4b"
"Acadsb","Tufm"
"Acadsb","Xpnpep1"
"Acadvl","Actc1"
"Acadvl","Apip"
"Acadvl","H1f0"
"Acadvl","Pafah1b2"
"Acadvl","Pgp"
"Acadvl","Rpl21"
"Acadvl","Rpl30"
"Acadvl","Rpl7a"
"Acadvl","Rps7"
"Acadvl","Tnni3"
"Acat1","Aco2"
"Acat1","Acot9"
"Acat1","Actc1"
"Acat1","Actr3"
"Acat1","Aldh1b1"
"Acat1","Aldh2"
"Acat1","Aldh5a1"
"Acat1","Arpc3"
"Acat1","Arpc4"
"Acat1","Arpc5"
"Acat1","Asrgl1"
"Acat1","Atpaf1"
"Acat1","C3"
"Acat1","C4b"
"Acat1","Capn2"
"Acat1","Cbx3"
"Acat1","Ciapin1"
"Acat1","Dek"
"Acat1","Dglucy"
"Acat1","Drg2"
"Acat1","Echs1"
"Acat1","Eci1"
"Acat1","Eef1a1"
"Acat1","Esd"
"Acat1","Etfb"
"Acat1","Fbp2"
"Acat1","Hsdl2"
"Acat1","Igh-3"
"Acat1","Ighg1"
"Acat1","Igkc"
"Acat1","Isoc2a"
"Acat1","Itih4"
"Acat1","Kpna4"
"Acat1","Lum"
"Acat1","Mapre2"
"Acat1","Naa10"
"Acat1","Nsfl1c"
"Acat1","Park7"
"Acat1","Pdpr"
"Acat1","Picalm"
"Acat1","Plaa"
"Acat1","Pmpca"
"Acat1","Ppp1ca"
"Acat1","Ppp1cb"
"Acat1","Prune1"
"Acat1","Pts"
"Acat1","Pygb"
"Acat1","Pygm"
"Acat1","Rps17"
"Acat1","Rragc"
"Acat1","S100a10"
"Acat1","Serpinb6a"
"Acat1","Serpinb6b"
"Acat1","Serpinf2"
"Acat1","Shmt2"
"Acat1","Sod2"
"Acat1","Strap"
"Acat1","Sucla2"
"Acat1","Suclg2"
"Acat1","Timm10"
"Acat1","Tnni3"
"Acat1","Tpi1"
"Acat1","Tufm"
"Acat1","Uba1"
