"protein_A","protein_B"
"BET3","TRS20"
"BET3","TRS23"
"BET3","TRS31"
"BET3","TRS33"
"BET5","TRS20"
"BET5","TRS23"
"BET5","TRS33"
"BFR2","LCP5"
"BIK1","TUB1"
"BIM1","DUO1"
"BIM1","TUB1"
"BIM1","TUB3"
"BIR1","CBF2"
"BIR1","SKP1"
"BMH2","BOP3"
"BMH2","ECM13"
"BMH2","KCS1"
"BNI1","BUD6"
"BNI1","CDC42"
"BNI1","HOF1"
"BNI1","PFY1"
"BNI1","RHO1"
"BNI1","RHO3"
"BNI1","RHO4"
"BNI4","CDC10"
"BNI4","GLC7"
"BNI4","SKT5"
"BNR1","HOF1"
"BNR1","PFY1"
"BNR1","RHO4"
"BOI1","CDC42"
"BOS1","SEC22"
"BOS1","YPT1"
"BRF1","RPC34"
"BRF1","SPT15"
"BRF1","TFC4"
"BRR2","CUS1"
"BRR2","SNP1"
"BTT1","EGD2"
"BUB1","BUB3"
"BUB2","DDI1"
"BUB2","GIC1"
"BUB2","YGR153W"
"BUB2","YNL335W"
"BUB3","MAD3"
"BUD6","SPA2"
"BUD6","YGL015C"
"BUL1","RSP5"
"BUR6","NCB2"
"CAF16","MOB1"
"CAF17","DHH1"
"CAF17","KEL1"
"CAF17","MOB1"
"CAF20","CDC33"
"CAF20","TIF4631"
"CAF20","YDR482C"
"CAK1","CDC28"
"CAK1","SMK1"
"CAP2","YBL049W"
"CAR1","SRP1"
"CAR2","SNF6"
"CAR2","YGR010W"
"CAR2","YLR328W"
"CBF1","MET28"
"CBF1","MET4"
"CBF2","MCK1"
"CBF5","MCK1"
"CBP3","PRP11"
"CBP3","SNP1"
"CCC1","SMB1"
"CCL1","KIN28"
"CCR4","DBF2"
"CCR4","POP2"
"CCT1","CCT2"
"CCT4","FLO5"
"CCZ1","PRP11"
"CDC10","CDC11"
"CDC10","CDC12"
"CDC10","CDC3"
"CDC10","GIN4"
"CDC10","YDL225W"
"CDC11","CDC12"
"CDC11","CDC3"
"CDC11","GIN4"
"CDC11","SPR28"
"CDC11","YDL225W"
"CDC12","CDC3"
"CDC12","GIN4"
"CDC12","NFI1"
"CDC12","SMD3"
"CDC12","YDL225W"
"CDC13","STN1"
"CDC16","CDC23"
"CDC16","CDC26"
"CDC16","CDC27"
"CDC16","DOC1"
"CDC19","MCK1"
"CDC2","HYS2"
"CDC2","POL32"
"CDC20","MAD1"
"CDC20","MAD2"
"CDC23","CDC26"
"CDC23","CDC27"
"CDC23","DOC1"
"CDC23","SPT2"
"CDC24","CDC42"
"CDC24","FAR1"
"CDC24","RSR1"
"CDC24","STE4"
"CDC25","HSP82"
"CDC25","RAS1"
"CDC25","RAS2"
"CDC25","SSA1"
"CDC25","SSA2"
"CDC25","SSA3"
"CDC25","SSA4"
"CDC26","CDC27"
"CDC26","DOC1"
"CDC27","DOC1"
"CDC28","CDC6"
"CDC28","CKS1"
"CDC28","CLB1"
"CDC28","CLB2"
"CDC28","CLB3"
"CDC28","CLB4"
"CDC28","CLB5"
"CDC28","CLB6"
"CDC28","CLN1"
"CDC28","CLN2"
"CDC28","CLN3"
"CDC28","MPT5"
"CDC28","SIC1"
"CDC3","GIN4"
"CDC3","YDL225W"
"CDC31","KAR1"
"CDC31","NRK1"
"CDC33","PAB1"
"CDC33","TIF4631"
"CDC34","CDC4"
"CDC34","CDC53"
"CDC34","MET30"
"CDC34","SIN4"
"CDC34","SKP1"
"CDC34","UBI4"
"CDC36","MSB2"
"CDC36","YLR125W"
"CDC39","NOT3"
"CDC39","NOT5"
"CDC39","SIG1"
"CDC4","CDC53"
"CDC4","CDC6"
"CDC4","SKP1"
"CDC40","SLU7"
"CDC42","CLA4"
"CDC42","FAR1"
"CDC42","GIC1"
"CDC42","GIC2"
"CDC42","IQG1"
"CDC42","RDI1"
"CDC42","STE20"
"CDC43","RAM2"
"CDC45","CDC46"
"CDC45","CDC47"
"CDC46","CDC47"
"CDC46","MCM3"
"CDC47","DNA43"
"CDC47","MCM3"
"CDC48","UFD2"
"CDC5","DBF4"
"CDC53","CDC7"
"CDC53","CLN1"
"CDC53","CLN2"
"CDC53","CLN3"
"CDC53","GRR1"
"CDC53","MET30"
"CDC53","SKP1"
"CDC53","YLR100W"
"CDC53","YLR128W"
"CDC53","YLR368W"
"CDC53","ZIP2"
"CDC7","DBF4"
"CDC7","DHH1"
"CDC7","MCM2"
"CDC7","PTM1"
"CDC7","TEL2"
"CDC7","YCR022C"
"CDC7","YCR050C"
"CDC7","YEL023C"
"CDC7","YFR057W"
"CDC7","YNR048W"
"CDC7","YOR006C"
"CEF1","PRP19"
"CEG1","CET1"
"CEG1","RPO21"
"CEP3","UBC9"
"CHA4","YDL076C"
"CHA4","YDL239C"
"CHC1","CLC1"
"CHC1","YAP1801"
"CHC1","YAP1802"
"CHK1","GFD1"
"CHK1","GSY2"
"CHS3","SKT5"
"CIK1","KAR3"
"CIN4","GYP1"
"CIN4","YBR284W"
"CIN5","CLC1"
"CIN5","LYS5"
"CIT2","MHP1"
"CKA1","CKA2"
"CKA1","CKB1"
"CKA1","CKB2"
"CKA1","TOP2"
"CKA2","CKB1"
"CKA2","CKB2"
"CKA2","TOP2"
"CKB1","CKB2"
"CKB1","TOP2"
"CKB1","YGR068C"
"CKB2","CPA1"
"CKB2","FZF1"
"CKB2","LSM4"
"CKB2","TOP2"
"CKS1","CLB1"
"CKS1","CLB2"
"CKS1","CLB3"
"CKS1","CLN2"
"CKS1","RPS8B"
"CKS1","YAR027W"
"CLB2","FPR1"
"CLB2","MUS81"
"CLB2","SWI4"
"CLB2","YDR412W"
"CLB2","YHR035W"
"CLB2","YNR022C"
"CLB5","SIC1"
"CLC1","YAP1801"
"CLC1","YAP1802"
"CLG1","PHO85"
"CLN3","FAR1"
"CLN3","MAD3"
"CLN3","SSA1"
"CLN3","SSA2"
"CLN3","YDJ1"
"CLP1","PCF11"
"CMD1","CMK1"
"CMD1","CMK2"
"CMD1","CMP2"
"CMD1","CNA1"
"CMD1","DST1"
"CMD1","MYO2"
"CMD1","MYO5"
"CMD1","NUF1"
"CNA1","CNB1"
"CNA1","MSL1"
"CNA1","SMD3"
"CNA1","YNL047C"
"CNB1","YMR211W"
"CNS1","CPR7"
"CNS1","HSC82"
"CNS1","HSP82"
"CNS1","STP1"
"COQ1","LSM8"
"COQ5","SNF4"
"COX2","OXA1"
"COX3","OXA1"
"CPA1","CPA2"
"CPR6","HSP82"
"CPR6","HYR1"
"CPR6","PPG1"
"CRC1","RSC1"
"CRM1","GSP1"
"CRM1","SRM1"
"CRM1","YAP1"
"CRM1","YRB2"
"CRN1","SKP1"
"CRR1","SNP1"
"CSE1","GSP1"
"CSE1","SIN4"
"CSE1","SRP1"
"CSE2","MED4"
"CTF13","SKP1"
"CTF13","YOR359W"
"CTF4","POL1"
"CTF4","SPT16"
"CTH1","YDL012C"
"CTK1","CTK2"
"CTK1","CTK3"
"CTK2","CTK3"
"CTL1","YCK2"
"CUP2","GIS4"
"CUP2","RPB10"
"CUP2","TPO1"
"CUP2","VPS35"
"CUP2","YKR011C"
"CUP2","YOR220W"
"CUS1","HSH49"
"CUS1","MIG1"
"CUS1","SSN6"
"CUS1","SWI1"
"CUS1","XDJ1"
"CUS2","PRP11"
"CYB2","MAM33"
"CYB2","TIM23"
"CYP2","JSN1"
"CYR1","SRV2"
"CYS4","YCR086W"
"CYT2","YLR285W"
"DAL80","GZF3"
"DAL80","VMA22"
"DAL80","YLR376C"
"DAM1","DUO1"
"DBF2","DHH1"
"DBF2","MOB1"
"DBF2","POP2"
"DBF20","MOB1"
"DBF4","MCM2"
"DBP7","YDR215C"
"DCI1","ECI1"
"DCP1","DCP2"
"DCP1","DHH1"
"DCP1","EBS1"
"DCP1","LSM2"
"DCP1","LSM4"
"DCP1","LSM8"
"DCP1","RPS28A"
"DCP1","RPS28B"
"DCP2","LSM8"
"DCP2","YEL015W"
"DDC1","MEC3"
"DED1","SRM1"
"DFG5","YLR128W"
"DHH1","LSM2"
"DHH1","POP2"
"DHH1","YEL015W"
"DHS1","MSH2"
"DIB1","PRP6"
"DIG1","DIG2"
"DIG1","FUS3"
"DIG1","KSS1"
"DIG1","STE12"
"DIG1","TEM1"
"DIG1","YDR036C"
"DIG2","FUS3"
"DIG2","KSS1"
"DIG2","STE12"
"DIG2","YHR039C"
"DIS3","GSP1"
"DIS3","RRP4"
"DIS3","RRP42"
"DIS3","RRP43"
"DIS3","SKI6"
"DMC1","PDC1"
"DMC1","PDC5"
"DMC1","PET309"
"DMC1","RDH54"
"DMC1","RIS1"
"DMC1","SWI5"
"DMC1","TEM1"
"DMC1","TID3"
"DMC1","YIL105C"
"DNA2","RAD27"
"DNA43","MCM2"
"DNA43","MCM6"
"DNL4","LIF1"
"DNM1","YJL112W"
"DOA1","YJL048C"
"DSS4","LSM8"
"DSS4","SEC4"
"DSS4","YPT1"
"DSS4","YPT31"
"DUN1","YCK1"
"DUO1","PFD1"
"DUO1","QCR7"
"DUO1","SPC34"
"DUO1","YDR016C"
"DUT1","SRP1"
"EBS1","GAL83"
"EBS1","MAD2"
"EBS1","MUM2"
"EBS1","STD1"
"ECI1","TEM1"
"ECM11","SMT3"
"ECM13","YBL101WA"
"ECM19","TAF61"
"ECM21","PRP21"
"EFB1","TEF1"
"EFB1","TEF2"
"EFB1","TEF4"
"EMP24","SAR1"
"EMP24","SEC23"
"EMP24","SEC24"
"ENA1","YAL028W"
"END3","PAN1"
"ENT1","MSL5"
"ENT1","PAN1"
"ENT2","YGR169C"
"ENT3","YOR111W"
"ERV25","YLR124W"
"ESP1","PDS1"
"ESR1","MSL1"
"EST1","MCM6"
"EST1","SPT23"
"EST1","URE2"
"EST1","YAL028W"
"EST1","YGR160W"
"EST1","YJL019W"
"EST1","YMD8"
"FAP1","MRE11"
"FAP1","PRP11"
"FAP1","SHE2"
"FAR1","STE4"
"FAR3","YDR200C"
"FAR3","YFR008W"
"FAR3","YKE2"
"FCY1","SRP1"
"FIG1","GLK1"
"FIL1","TEM1"
"FIP1","PAB1"
"FIP1","YTH1"
"FIR1","PAB1"
"FIR1","PAP1"
"FIR1","REF2"
"FIR1","YLR456W"
"FKS1","PKC1"
"FLO5","YDR131C"
"FLO5","YJL038C"
"FLO5","YPL027W"
"FMN1","YDR398W"
"FOB1","MUD1"
"FOB1","NOG1"
"FOB1","SNP1"
"FOB1","SPT2"
"FOB1","TEM1"
"FOB1","YAL028W"
"FOB1","YDR026C"
"FOB1","YDR412W"
"FPR1","HOM3"
"FPR1","SPP41"
"FPR1","YMR087W"
"FPR4","MUD1"
"FRQ1","VMA22"
"FRQ1","YDL218W"
"FRQ1","YGL098W"
"FRQ1","YSP3"
"FUI1","RPN3"
"FUS1","STE7"
"FUS3","MPT5"
"FUS3","STE11"
"FUS3","STE5"
"FUS3","STE7"
"FZF1","LYS5"
"FZF1","PHO12"
"FZF1","TFC4"
"GAC1","GIP1"
"GAC1","GLC7"
"GAL1","GAL80"
"GAL3","GAL80"
"GAL4","GAL80"
"GAL83","SNF1"
"GAL83","SNF4"
"GAR1","NHP2"
"GAR1","NOP10"
"GAR1","SBP1"
"GCD1","RAD10"
"GCD10","GCD14"
"GCD10","PRT1"
"GCD7","YPL070W"
"GCN1","GCN20"
"GCN3","NAB2"
"GCN3","PPA2"
"GCN3","YBR270C"
"GCN3","YLR432W"
"GCN3","YMR269W"
"GCN4","MET31"
"GCN4","RPN6"
"GCN4","YHR145C"
"GCN5","HFI1"
"GCN5","IRE1"
"GCN5","NGG1"
"GCN5","SPT20"
"GCN5","SPT3"
"GCN5","SPT7"
"GCN5","SPT8"
"GCN5","TAF17"
"GCN5","TAF25"
"GCN5","TAF60"
"GCN5","TAF61"
"GCN5","TAF90"
"GCN5","TRA1"
"GCR2","SNP1"
"GCR2","TAH18"
"GDH1","LSM1"
"GDH2","TAH18"
"GDH2","YLR432W"
"GDI1","SEC4"
"GDS1","HPR5"
"GDS1","INO80"
"GDS1","SIN4"
"GDS1","STT4"
"GDS1","TAH18"
"GDS1","UME6"
"GDS1","YCK2"
"GDS1","YDL012C"
"GDS1","YHL046C"
"GDS1","YNL091W"
"GDS1","YNL201C"
"GFD1","NAB2"
"GFD1","TAF60"
"GFD1","YSC84"
"GIM3","GIM4"
"GIM3","GIM5"
"GIM3","PAC10"
"GIM3","TUB4"
"GIM3","YKE2"
"GIM4","GIM5"
"GIM4","PAC10"
"GIM4","TUB4"
"GIM4","YKE2"
"GIM5","PAC10"
"GIM5","TUB4"
"GIM5","YKE2"
"GIN4","NAP1"
"GIN4","YDL225W"
"GIP1","GIP2"
"GIP1","GLC7"
"GIP1","PIG2"
"GIP1","RED1"
"GIP1","SCD5"
"GIP1","YGR169C"
"GLC7","MHP1"
"GLC7","PAN1"
"GLC7","RED1"
"GLC7","REF2"
"GLC7","REG2"
"GLC7","SCD5"
"GLC7","YAR014C"
"GLC7","YDR130C"
"GLC7","YDR412W"
"GLC7","YHR100C"
"GLC7","YOR315W"
"GLE1","NUP42"
"GLE1","RIP1"
"GLE2","NUP116"
"GLE2","NUP42"
"GLE2","RIP1"
"GLE2","SRP1"
"GNA1","GPD2"
"GNA1","PRE10"
"GNA1","RPS8B"
"GNA1","TIF35"
"GNA1","YDL071C"
"GNA1","YDR070C"
"GNP1","SHR3"
"GOS1","SED5"
"GPA1","STE4"
"GPA2","GPR1"
"GRF10","PHO4"
"GRR1","SKP1"
"GRX3","RCS1"
"GRX3","YGL220W"
"GRX5","YIL105C"
"GRX5","YNL047C"
"GSG1","YHB1"
"GSP1","KAP123"
"GSP1","KAP95"
"GSP1","MOG1"
"GSP1","MSN5"
"GSP1","MTR10"
"GSP1","NSP1"
"GSP1","PSE1"
"GSP1","YRB2"
"GSP2","MOG1"
"GTR1","RPC19"
"GTR1","YHR114W"
"GTR1","YKR007W"
"GTT1","GTT2"
"GTT1","YJL097W"
"GZF3","HDA1"
"HAP2","HAP3"
"HAP2","HAP4"
"HAP2","HAP5"
"HAP3","HAP4"
"HAP3","HAP5"
"HAP4","HAP5"
"HAT1","HAT2"
"HBS1","YLR456W"
"HCS1","INO4"
"HDA1","YHL006C"
"HDR1","MET30"
"HEM13","SED1"
"HEX3","PRP9"
"HEX3","SMT3"
"HEX3","SNP1"
"HEX3","YER116C"
"HFI1","NGG1"
"HFI1","SPT20"
"HFI1","SPT3"
"HFI1","SPT7"
"HFI1","SPT8"
"HFI1","TAF17"
"HFI1","TAF25"
"HFI1","TAF60"
"HFI1","TAF61"
"HFI1","TAF90"
"HFI1","TRA1"
"HHF1","HHT1"
"HHF1","HHT2"
"HHF1","SPT6"
"HHF2","HHT1"
"HHF2","HHT2"
"HHF2","SPT6"
"HHT1","SPT6"
"HHT2","SPT6"
"HIP1","SAR1"
"HIP1","SEC23"
"HIP1","SEC24"
"HIR1","HIR2"
"HIR1","SPT4"
"HIR2","SNF1"
"HMO1","MSN5"
"HMO1","PDR11"
"HMO1","TAF19"
"HMO1","TAF40"
"HMO1","TEM1"
"HOC1","MNN10"
"HOC1","MNN11"
"HOC1","MNN9"
"HOG1","PBS2"
"HOG1","RCK1"
"HOG1","YGR058W"
"HOP1","RED1"
"HOR2","YPL201C"
"HPR5","MSL1"
"HPR5","SMT3"
"HPR5","YDR078C"
"HPR5","YMEL1"
"HRB1","MTR10"
"HRP1","KAP104"
"HRP1","NAB2"
"HRP1","RNA14"
"HRP1","RNA15"
"HRR25","SWI6"
"HRT1","YAK1"
"HRT1","YIL001W"
"HRT1","YJL200C"
"HSC82","NRK1"
"HSC82","PPG1"
"HSH49","LSM8"
"HSH49","RSC1"
"HSH49","YBR103W"
"HSH49","YGL096W"
"HSH49","YHR209W"
"HSL7","MSH5"
"HSP10","HSP60"
"HSP10","NUP2"
"HSP10","PSE1"
"HSP10","TEM1"
"HSP10","YDR412W"
"HSP104","SUP35"
"HSP150","YBL044W"
"HSP150","YBR064W"
"HSP150","YDL023C"
"HSP82","SBA1"
"HSP82","SSA1"
"HSP82","STI1"
"HST3","SFP1"
"HTA1","NAP1"
"HTA3","YJL019W"
"HTA3","YLR387C"
"HYS2","POL32"
"ICL1","SRP1"
"IDS2","PRP11"
"IFH1","MUD1"
"IKI1","YMR312W"
"IKS1","POM152"
"ILV6","PUP3"
"IME1","RIM11"
"IME1","UME6"
"IME4","MUM2"
"IMP2","YLR368W"
"INO2","INO4"
"INO4","YMR317W"
"INO4","YNL279W"
"INO80","NHP10"
"IPK1","RPS28B"
"IPK1","STE24"
"IPK1","YLR323C"
"IPK1","YOR078W"
"IRA2","RAS2"
"IRE1","SNP1"
"IRE1","YDR532C"
"ISA1","RPS26A"
"ISA1","RPS26B"
"ISC10","TRP5"
"IST3","SPT15"
"IST3","YGL174W"
"IST3","YMR057C"
"ISU2","YPL088W"
"ISY1","SYF1"
"JNM1","NIP100"
"JSN1","SPC34"
"JSN1","YIL065C"
"JSN1","YLR392C"
"KAP104","NAB2"
"KAP104","NUP100"
"KAP104","NUP116"
"KAP104","NUP145"
"KAP104","NUP57"
"KAP104","YNR069C"
"KAP123","YAP1"
"KAP95","NUP1"
"KAP95","NUP100"
"KAP95","NUP116"
"KAP95","NUP145"
"KAP95","NUP159"
"KAP95","NUP2"
"KAP95","SRP1"
"KAR2","SEC63"
"KAR3","YAL036C"
"KAR4","MUM2"
"KAR5","MSL5"
"KAR9","YLR128W"
"KEL1","KEL2"
"KEL1","STD1"
"KEL1","YMR181C"
"KEM1","LSM8"
"KGD1","KGD2"
"KGD2","PSE1"
"KGD2","SMT3"
"KIN1","YOL082W"
"KIN3","SNP1"
"KIN3","TEM1"
"KIN3","YDR412W"
"KIP1","SNP1"
"KNS1","YIL113W"
"KRE6","YFR042W"
"KRR1","MCM6"
"KSS1","MPT5"
"KSS1","STE11"
"KSS1","STE12"
"KSS1","STE5"
"KSS1","STE7"
"KTI12","YGL230C"
"KTR3","VAM7"
"KTR3","YHR105W"
"KTR3","YPT1"
"KTR3","YTH1"
"LAC1","TEM1"
"LAP4","MTW1"
"LAP4","TFB1"
"LAP4","YOL082W"
"LAS17","SLA1"
"LAS17","VRP1"
"LCP5","NGG1"
"LEA1","MSL1"
"LEU4","YKL183W"
"LOS1","RPC25"
"LOS1","SMD1"
"LPP1","SHE2"
"LRS4","YCR086W"
"LSM1","LSM2"
"LSM1","LSM4"
"LSM2","LSM5"
"LSM2","LSM6"
"LSM2","LSM7"
"LSM2","LSM8"
"LSM2","MTR3"
"LSM2","RPS28A"
"LSM2","RPS28B"
"LSM2","SMD2"
"LSM4","LSM6"
"LSM4","LSM7"
"LSM4","LSM8"
"LSM4","RPS28A"
"LSM4","RPS28B"
"LSM4","YLR269C"
"LSM5","LSM6"
"LSM5","LSM7"
"LSM5","LSM8"
"LSM6","LSM8"
"LSM7","LSM8"
"LSM8","LYS9"
"LSM8","MTH1"
"LSM8","MTR3"
"LSM8","PAT1"
"LSM8","PCF11"
"LSM8","RPS28A"
"LSM8","RPS28B"
"LSM8","SKI7"
"LSM8","VTH1"
"LSM8","YEL015W"
"LSM8","YGL096W"
"LSM8","YHR034C"
"LSM8","YHR035W"
"LSM8","YLR269C"
"LSM8","YNL050C"
"LSM8","YNR053C"
"LST7","PUT3"
"LTE1","MSL1"
"MAD2","MSB2"
"MAD2","NUP157"
"MAD2","SAP4"
"MAD2","SIN4"
"MAD2","YDR214W"
"MAD2","YNL218W"
"MAD3","MSB2"
"MAD3","SAP4"
"MAD3","SIN4"
"MAK10","MAK3"
"MAK10","MAK31"
"MCD1","SMC1"
"MCM1","STE12"
"MCM16","MCM22"
"MCM6","NOG1"
"MCM6","SPT2"
"MDJ1","MGE1"
"MDJ1","SNP1"
"MDJ1","SSC1"
"MDM1","PRP9"
"MEC3","RAD17"
"MED1","TAH18"
"MED11","MET18"
"MED11","RHO5"
"MED11","SRB6"
"MED11","YAL036C"
"MED2","MED4"
"MED2","MED7"
"MED2","MED8"
"MED2","PGD1"
"MED2","RPB3"
"MED2","SRB4"
"MED4","MED7"
"MED4","MED8"
"MED4","PGD1"
"MED4","RPB3"
"MED4","SRB4"
"MED4","SRB7"
"MED6","YCL016C"
"MED7","MED8"
"MED7","PGD1"
"MED7","RPB3"
"MED7","SRB4"
"MED7","SRB7"
"MED8","PGD1"
"MED8","RPB3"
"MED8","SRB4"
"MED8","SRB5"
"MER1","MRP8"
"MET14","YNL311C"
"MET17","SRP1"
"MET28","MET4"
"MET30","MET4"
"MET30","MNS1"
"MET30","SKP1"
"MET30","SRL2"
"MET30","SWE1"
"MET30","YBR270C"
"MET30","YEL015W"
"MET30","YJL058C"
"MEU1","SNP1"
"MEX67","MIP6"
"MFA2","YLR358C"
"MGE1","SSC1"
"MGE1","TIM44"
"MHP1","YLR128W"
"MIG1","MUD2"
"MIG1","YPL025C"
"MIR1","UBC6"
"MKK1","SLT2"
"MKK1","SPA2"
"MKK1","SPH1"
"MKK2","SLT2"
"MKK2","SPA2"
"MKK2","SPH1"
"MLC1","MYO2"
"MLH1","MSH2"
"MLH1","MSH3"
"MLH1","MSH6"
"MLH1","PMS1"
"MMM1","TIM54"
"MNN10","MNN11"
"MNN4","YHR083W"
"MNN9","VAN1"
"MNN9","YAL028W"
"MNS1","TEM1"
"MOB1","MPS1"
"MOB1","POP2"
"MOB2","YIR016W"
"MOB2","YOL036W"
"MPD2","MSR1"
"MPD2","YLR312C"
"MPT1","PRP9"
"MPT5","SST2"
"MRE11","MSH5"
"MRE11","RAD50"
"MRE11","SPC24"
"MRE11","XRS2"
"MRP8","SMP2"
"MRP8","YDR115W"
"MRP8","YMR210W"
"MRP8","ZRC1"
"MRPL13","YHL045W"
"MRPL4","SNP1"
"MSB2","NIP7"
"MSB2","TID3"
"MSH2","MSH3"
"MSH2","MSH6"
"MSH2","PMS1"
"MSH3","PMS1"
"MSH5","PGD1"
"MSH5","TID3"
"MSH5","YGL170C"
"MSH6","PMS1"
"MSI1","RLF2"
"MSL1","NCE103"
"MSL1","PET127"
"MSL1","PET309"
"MSL1","RAD16"
"MSL1","SNU114"
"MSL1","SSL2"
"MSL1","SWI1"
"MSL1","TRA1"
"MSL1","YDL001W"
"MSL1","YHR197W"
"MSL1","YLR456W"
"MSL1","YNL091W"
"MSL1","YOR011W"
"MSL5","MUD2"
"MSL5","PRP22"
"MSL5","PRP39"
"MSL5","PRP40"
